,Apartment,Rent,Url
5845,1026 Woodycrest #1D,"$1,325",http://streeteasy.com/building/1030-woodycrest-avenue-bronx/1d
5846,21 Central Park North #24,"$3,400",http://streeteasy.com/building/21-central-park-north-manhattan/24
5847,149 East 39th Street #702,"$5,500",http://streeteasy.com/building/149-east-39-street-new_york/702
5848,1045 Union Street #6,"$3,750",http://streeteasy.com/building/820-franklin-avenue-brooklyn/6
5849,572 Metropolitan Avenue #3E,"$3,850",http://streeteasy.com/building/572-metropolitan-avenue-brooklyn/3e
5850,22-47 38th Street #2,"$3,000",http://streeteasy.com/rental/1726653
5851,499 W 133 #33,"$1,900",http://streeteasy.com/building/499-west-133-street-manhattan/33
5852,345 East 94th Street #27D,"$3,090",http://streeteasy.com/building/the-chesapeake/27d?featured=1
5853,424 East 118th Street #2C,"$1,400",http://streeteasy.com/building/424-east-118-street-manhattan/2c?featured=1
5854,499 W 133 #3,"$2,350",http://streeteasy.com/building/499-west-133-street-manhattan/3
5855,165 Court #4R,"$3,400",http://streeteasy.com/building/165-court-street-brooklyn/4r
5856,1707 2nd Avenue #5,"$1,700",http://streeteasy.com/building/1707-2-avenue-manhattan/5
5857,180 Montague Street #25F,"$5,215",http://streeteasy.com/building/180-montague/25f
5858,413 Himrod Street #2R,"$2,199",http://streeteasy.com/building/413-himrod-street-brooklyn/2r
5859,23-18 28th Avenue #1F,"$1,750",http://streeteasy.com/building/23_18-28-avenue-queens/1f
5860,908 East 94th Street #2,"$5,000",http://streeteasy.com/rental/1726641
5861,908 East 94th Street #2,"$5,000",http://streeteasy.com/rental/1726640
5862,1719 Greene #3R,"$2,095",http://streeteasy.com/building/1719-greene-avenue-queens/3r
5863,111 Huron Street #4L,"$3,400",http://streeteasy.com/building/111-huron-street-brooklyn/4l
5864,200 West 70th Street #11K,"$3,100",http://streeteasy.com/building/212-amsterdam-avenue-new_york/11k
5865,234 West 13th Street #48,"$3,750",http://streeteasy.com/building/234-west-13-street-new_york/48
5866,25 North Moore Street #9B,"$14,500",http://streeteasy.com/building/atalanta-condominium/9b?featured=1
5867,26-14 Jackson Avenue #8A,"$2,567",http://streeteasy.com/building/26_14-jackson-avenue-long_island_city/8a?featured=1
5868,308 W 105th Street #3B,"$1,950",http://streeteasy.com/building/308-west-105-street-new_york/3b
5869,25 Tennis Court #4S,"$1,350",http://streeteasy.com/building/25-tennis-court-brooklyn/4s
5870,218 East 36th Street #F4,"$3,800",http://streeteasy.com/building/218-east-36-street-manhattan/f4
5871,247 West 87th Street #12C,"$3,650",http://streeteasy.com/building/the-montana/12c
5872,643 Madison Street #3A,"$2,500",http://streeteasy.com/building/643-madison-street-brooklyn/3a
5873,29-28 Newtown Avenue #2F,"$1,650",http://streeteasy.com/building/29_28-newtown-avenue-queens/2f
5874,142 Sullivan Street #9,"$4,950",http://streeteasy.com/building/142-sullivan-street-new_york/9
5875,224-19B 64th Avenue #522,"$1,850",http://streeteasy.com/building/224_19-64-avenue-oakland_gardens/522
5876,19-24 76th Street #1,"$1,900",http://streeteasy.com/building/19_24-76-street-queens/1
5877,30-84 31st Street #3F,"$1,675",http://streeteasy.com/building/30_84-31-street-queens/3f
5878,69 Fifth Avenue #9J,"$6,500",http://streeteasy.com/rental/1726612
5879,1829 Caton Avenue #4D,"$1,725",http://streeteasy.com/rental/1726610
5880,145 East 27th Street #8D,"$2,495",http://streeteasy.com/building/the-townsway/8d?featured=1
5881,213 E118th Street #1,"$1,650",http://streeteasy.com/building/213-east-118-street-manhattan/1?featured=1
5882,69 Fifth Avenue #9J,"$6,500",http://streeteasy.com/rental/1726612
5883,1829 Caton Avenue #4D,"$1,725",http://streeteasy.com/rental/1726610
5884,1829 Caton Avenue #5K,"$1,750",http://streeteasy.com/building/1829-caton-avenue-brooklyn/5k
5885,243 West 115th Street #1B,"$4,500",http://streeteasy.com/building/243-west-115-street-new_york/1b
5886,171 West 57th Street #2B,"$13,995",http://streeteasy.com/building/the-briarcliff/2b
5887,1829 Caton Avenue #5D,"$1,490",http://streeteasy.com/building/1829-caton-avenue-brooklyn/5d
5888,500 4th Avenue #7J,"$2,650",http://streeteasy.com/building/500-4-avenue-brooklyn/7j
5889,22-1 75th Street #2,"$2,595",http://streeteasy.com/building/22_01-75-street-queens/2
5890,302 West 114th Street #1A,"$2,400",http://streeteasy.com/building/302-west-114-street-new_york/1a
5891,629-A Madison Street #3,"$4,750",http://streeteasy.com/building/629a-madison-street-brooklyn/3
5892,629-A Madison Street #1,"$3,500",http://streeteasy.com/building/629a-madison-street-brooklyn/1
5893,629-A Madison Street #2,"$2,700",http://streeteasy.com/building/629a-madison-street-brooklyn/2
5894,351 West 19th Street #GARDEN,"$6,000",http://streeteasy.com/building/351-west-19-street-new_york/garden?featured=1
5895,120 E 102nd Street #A,"$2,253",http://streeteasy.com/building/120-east-102-street-manhattan/a?featured=1
5896,340 22nd Street #1,"$2,600",http://streeteasy.com/building/340-22-street-brooklyn/1
5897,417 E 57th Street #8C,"$4,000",http://streeteasy.com/building/sutton-court/8c
5898,200 Chambers Street #9F,"$4,850",http://streeteasy.com/building/200-chambers-street-new_york/9f
5899,357 15th Street #4R,"$5,750",http://streeteasy.com/building/357-15-street-brooklyn/4r
5900,80-82 Greene Street #3FR,"$4,500",http://streeteasy.com/building/80-greene-street-manhattan/3fr
5901,200 Cabrini Boulevard #9,"$2,950",http://streeteasy.com/building/castle-village-200-cabrini-boulevard-new_york/9
5902,535 45th Street #6C,"$1,900",http://streeteasy.com/building/535-45-street-brooklyn/6c
5903,298 Union Street #GDN,"$5,200",http://streeteasy.com/building/298-union-street-brooklyn/gdn
5904,225 West 109th Street #22,"$5,500",http://streeteasy.com/building/223-west-109-street-new_york/22
5905,611 E 11 #4,"$2,850",http://streeteasy.com/building/611-east-11-street-manhattan/4
5906,2 Water Street #16B,"$3,695",http://streeteasy.com/building/new-york-plaza/16b
5907,2 Water Street #6B,"$3,495",http://streeteasy.com/building/new-york-plaza/6b
5908,200 East 89th Street #24D,"$2,850",http://streeteasy.com/building/the-monarch/24d?featured=1
5909,57 Clifton Place #8,"$2,850",http://streeteasy.com/rental/1724908?featured=1
5910,23-22 30th Rd #8G,"$1,715",http://streeteasy.com/building/23_22-30-road-queens/8g
5911,1465 Fifth Avenue #7B,"$3,495",http://streeteasy.com/building/1463-5-avenue-new_york/7b
5912,146 S 4th Street #7B,"$3,350",http://streeteasy.com/rental/1726564
5913,30-18 44th Street #2L,"$3,250",http://streeteasy.com/building/30_18-44-street-queens/2l
5914,521 11th Street #3,"$4,450",http://streeteasy.com/building/521-11-street-brooklyn/3
5915,638 Chauncey Street #2,"$2,900",http://streeteasy.com/building/638-chauncey-street-brooklyn/2
5916,521 11th Street #2,"$4,500",http://streeteasy.com/building/521-11-street-brooklyn/2
5917,494A Quincy Street #3,"$3,000",http://streeteasy.com/building/494a-quincy-street-brooklyn/3
5918,300 East 79th Street #7A,"$7,500",http://streeteasy.com/building/300-east-79-street-new_york/7a
5919,494A Quincy Street #2,"$2,695",http://streeteasy.com/building/494a-quincy-street-brooklyn/2
5920,212 West 18th Street #16A,"$31,500",http://streeteasy.com/building/walker-tower/16a
5921,200 East 61st Street #5A,"$4,275",http://streeteasy.com/building/the-savoy/5a
5922,166 E 35th Street #8D,"$2,750",http://streeteasy.com/building/166-east-35-street-new_york/8d?featured=1
5923,400 Fifth Avenue #46G,"$5,750",http://streeteasy.com/building/the-residences-at-400-fifth-avenue/46g?featured=1
5924,471 49th Street #1,"$2,500",http://streeteasy.com/building/471-49-street-brooklyn/1
5925,32 West 86th Street #PHA,"$4,999",http://streeteasy.com/building/32-west-86-street-new_york/pha
5926,154 W 70th Street #3N,"$6,695",http://streeteasy.com/building/the-ormonde/3n
5927,67-38 79th Street #3,"$2,400",http://streeteasy.com/building/67_38-79-street-queens/3
5928,419 Wythe Avenue #4,"$3,200",http://streeteasy.com/building/419-wythe-avenue-brooklyn/4
5929,270 West 139th Street #1A,"$3,000",http://streeteasy.com/building/270-west-139-street-manhattan/1a
5930,108-20 71st Avenue #16A,"$2,900",http://streeteasy.com/building/the-aston/16a
5931,1380 1st Avenue #2G,"$2,200",http://streeteasy.com/building/1378-1-avenue-new_york/2g
5932,65 W 70th Street #5N,"$5,995",http://streeteasy.com/rental/1726543
5933,330 West 58th Street #11H,"$4,450",http://streeteasy.com/building/330-west-58-street-new_york/11h
5934,109-19 72nd Avenue #2C,"$1,650",http://streeteasy.com/building/109_19-72-avenue-forest_hills/2c
5935,324 Montgomery Street #CO7,"$1,599",http://streeteasy.com/building/324-montgomery-street-brooklyn/co7
5936,220 E 57th Street #3F,"$2,800",http://streeteasy.com/building/the-carlton-east/3f?featured=1
5937,315 West 33rd Street #19C,"$3,807",http://streeteasy.com/building/the-olivia/19c?featured=1
5938,131 West 110th Street #3G,"$1,900",http://streeteasy.com/building/131-central-park-north-new_york/3g
5939,200 East 89th Street #18H,"$2,900",http://streeteasy.com/building/the-monarch/18h
5940,171 East 84th Street #10A,"$3,900",http://streeteasy.com/building/evans-tower-condominium/10a
5941,229 West 60th Street #11M,"$3,625",http://streeteasy.com/building/sessanta-229-west-60-street-new_york/11m
5942,592 6th Avenue #3,"$2,250",http://streeteasy.com/building/592-6-avenue-brooklyn/3
5943,305 East 24th Street #10L,"$3,200",http://streeteasy.com/building/305-east-24-street-new_york/10l
5944,210 West 19th Street #4D,"$4,700",http://streeteasy.com/building/210-west-19-street-new_york/4d
5945,66 Ninth Avenue #3W,"$13,000",http://streeteasy.com/rental/1726526
5946,255 West 88th Street #14A,"$9,500",http://streeteasy.com/building/255-west-88th-st-new_york/14a
5947,21-62 24th Street #1,"$3,395",http://streeteasy.com/building/21_62-24-street-queens/1
5948,24 Fifth Avenue #1124,"$4,600",http://streeteasy.com/building/24-5-avenue-new_york/1124
5949,242 East 50th Street #6B,"$4,500",http://streeteasy.com/building/242-east-50-street-new_york/6b
5950,300 E 33rd Street #1G,"$2,200",http://streeteasy.com/building/kips-bay-towers-300-east-33-street-new_york/1g?featured=1
5951,350 West 43rd Street #36C,"$3,900",http://streeteasy.com/rental/1720145?featured=1
5952,242 East 50th Street #6B,"$4,500",http://streeteasy.com/building/242-east-50-street-new_york/6b
5953,30-77 36th Street #1,"$1,300",http://streeteasy.com/building/30_77-36-street-queens/1
5954,330 East 39th Street #18N,"$3,195",http://streeteasy.com/building/new-york-tower/18n
5955,330 East 39th Street #8L,"$4,295",http://streeteasy.com/building/new-york-tower/8l
5956,330 East 39th Street #31D,"$4,695",http://streeteasy.com/building/new-york-tower/31d
5957,129 Orchard Street #15,"$3,000",http://streeteasy.com/building/127-orchard-street-manhattan/15
5958,64-41 Saunders Street #318,"$2,350",http://streeteasy.com/building/64_41-saunders-street-queens/318
5959,443 Lincoln Place #2R,"$2,500",http://streeteasy.com/building/443-lincoln-place-brooklyn/2r
5960,788 Columbus Avenue #17J,"$3,000",http://streeteasy.com/building/788-columbus-avenue-new_york/17j
5961,43-09 47th Avenue #3O,"$1,975",http://streeteasy.com/building/43_09-47-avenue-sunnyside/3o
5962,8 Spruce Street #9H,"$4,470",http://streeteasy.com/building/new-york-by-gehry/9h
5963,325 Fifth Avenue #40D,"$7,500",http://streeteasy.com/building/325-5-avenue-new_york/40d
5964,770 Franklin Avenue #2,"$4,800",http://streeteasy.com/building/770-franklin-avenue-brooklyn/2?featured=1
5965,170 East 112nd Street #4C,"$2,250",http://streeteasy.com/building/168-east-112-street-new_york/4c?featured=1
5966,641 Central Avenue #1C,"$1,750",http://streeteasy.com/rental/1726495
5967,2037 First Avenue #3F,"$2,600",http://streeteasy.com/building/2037-1-avenue-manhattan/3f
5968,3607-3609 Broadway #7K,"$1,350",http://streeteasy.com/building/3607-broadway-manhattan/7k
5969,33-24 77st #5G,"$2,000",http://streeteasy.com/building/33_24-77-street-queens/5g
5970,112 Prospect Place #4,"$3,250",http://streeteasy.com/building/112-prospect-place-brooklyn/4
5971,87 Montrose #2R,"$2,625",http://streeteasy.com/rental/1726487
5972,512 East 12th Street #14,"$2,200",http://streeteasy.com/building/512-east-12-street-new_york/14
5973,34-04 34th Avenue #1B,"$2,800",http://streeteasy.com/building/34_04-34-avenue-queens/1b
5974,1310 Pacific Street #2C,"$1,895",http://streeteasy.com/building/1310-pacific-street-brooklyn/2c
5975,285 Jefferson Avenue #3F,"$2,400",http://streeteasy.com/rental/1726479
5976,46-01 Skillman Avenue #G31,"$1,925",http://streeteasy.com/building/46_15-skillman-avenue-queens/g31
5977,2-01 50th Avenue #6B,"$5,300",http://streeteasy.com/building/avalon-riverview/6b
5978,298 Suydam Street #2R,"$2,750",http://streeteasy.com/building/298-suydam-street-brooklyn/2r?featured=1
5979,36 Conselyea Street #7,"$4,350",http://streeteasy.com/building/36-conselyea-street-brooklyn/7?featured=1
5980,86-25 Van Wyck Expressway #525,"$1,625",http://streeteasy.com/building/86_01_86_47-van-wyck-expressway-sr-east-jamaica/525
5981,130 New York Avenue #3F,"$1,995",http://streeteasy.com/building/130-new-york-avenue-brooklyn/3f
5982,483 4th Street #3,"$2,350",http://streeteasy.com/building/483-4-street-brooklyn/3
5983,123 Elizabeth #1N,"$1,950",http://streeteasy.com/building/123-elizabeth-street-manhattan/1n
5984,482 Franklin Avenue #4A,"$2,405",http://streeteasy.com/building/482-franklin-avenue-brooklyn/4a
5985,657 10th Avenue #7,"$1,895",http://streeteasy.com/building/657-10-avenue-manhattan/7
5986,2037 First Avenue #4R,"$2,500",http://streeteasy.com/building/2037-1-avenue-manhattan/4r
5987,86-25 Van Wyck Expressway #423,"$1,250",http://streeteasy.com/building/86_01_86_47-van-wyck-expressway-sr-east-jamaica/423
5988,146 South  4th Street #10F,"$3,999",http://streeteasy.com/building/the-garnett/10f
5989,4-75 48th Avenue #1914,"$2,760",http://streeteasy.com/building/47_38-5-street-long_island_city/1914
5990,3 Sheridan Sq #4J,"$3,600",http://streeteasy.com/building/3-sheridan-square-new_york/4j
5991,69-40 108th Street #4D,"$2,599",http://streeteasy.com/building/69_40-108-street-queens/4d
5992,250 Mercer Street #D804,"$5,495",http://streeteasy.com/building/250-mercer-street-new_york/d804?featured=1
5993,40 North 4th Street #6C,"$4,400",http://streeteasy.com/rental/1729568?featured=1
5994,125 Court Street #7SF,"$5,650",http://streeteasy.com/building/court-house-apartments/7sf
5995,401 Edgecombe Avenue #C1,"$2,300",http://streeteasy.com/building/401-edgecombe-avenue-new_york/c1
5996,43 West 16th Street #2E,"$5,095",http://streeteasy.com/building/43-west-16-street-new_york/2e
5997,330 East 39th Street #9P,"$3,295",http://streeteasy.com/building/new-york-tower/9p
5998,43 West 16th Street #5H,"$3,795",http://streeteasy.com/building/43-west-16-street-new_york/5h
5999,43 West 16th Street #10F,"$2,995",http://streeteasy.com/building/43-west-16-street-new_york/10f
6000,30 Saint Marks Place #B,"$2,400",http://streeteasy.com/building/30-st-marks-place-manhattan/b
6001,639 West 173rd Street #2D,"$2,050",http://streeteasy.com/building/4101-broadway-new_york/2d
6002,165 East 19th Street #6M,"$2,100",http://streeteasy.com/building/165-east-19-street-brooklyn/6m
6003,639 West 173rd Street #5C,"$2,100",http://streeteasy.com/building/4101-broadway-new_york/5c
6004,75 Saint Nicholas Place #5K,"$2,100",http://streeteasy.com/building/69_77-st-nicholas-place-new_york/5k
6005,66 Saint Nicholas Place #31B,"$2,050",http://streeteasy.com/building/66-st-nicholas-place-new_york/31b
6006,88 Leonard Street #304,"$6,125",http://streeteasy.com/rental/1720101?featured=1
6007,150 W 51st Street #1706,"$4,500",http://streeteasy.com/building/150-west-51-street-new_york/1706?featured=1
6008,66 Saint Nicholas Place #31B,"$2,050",http://streeteasy.com/building/66-st-nicholas-place-new_york/31b
6009,1362 Decatur Street #1F,"$2,095",http://streeteasy.com/building/1362-decatur-street-brooklyn/1f
6010,211 East 51st Street #3C,"$3,450",http://streeteasy.com/building/211-east-51-street-new_york/3c
6011,45 East 89th Street #20C,"$9,900",http://streeteasy.com/building/45-east-89-street-new_york/20c
6012,330 East 38th Street #54A,"$2,900",http://streeteasy.com/building/the-corinthian/54a
6013,305 East 51st Street #5B,"$8,400",http://streeteasy.com/building/halcyon-condominium/5b
6014,325 Fifth Avenue #35B,"$8,200",http://streeteasy.com/rental/1726435
6015,700 Saint Marks Avenue #3,"$2,600",http://streeteasy.com/building/700-st-marks-avenue-brooklyn/3
6016,1465 Fifth Avenue #4G,"$1,936",http://streeteasy.com/building/1463-5-avenue-new_york/4g
6017,8 Spruce Street #15K,"$3,895",http://streeteasy.com/building/new-york-by-gehry/15k
6018,8 Spruce Street #68C,"$6,460",http://streeteasy.com/building/new-york-by-gehry/68c
6019,8 Spruce Street #71M,"$4,708",http://streeteasy.com/building/new-york-by-gehry/71m
6020,315 East 84th Street #28,"$3,250",http://streeteasy.com/building/315-east-84-street-new_york/28?featured=1
6021,98-01 67th Avenue #12P,"$2,500",http://streeteasy.com/building/the-brussels/12p?featured=1
6022,90 West Houston Street #5R,"$2,753",http://streeteasy.com/building/90-west-houston-street-manhattan/5r
6023,188 East 70th Street #12D,"$6,000",http://streeteasy.com/building/188-east-70-street-new_york/12d
6024,433 West 34th Street #5A,"$3,200",http://streeteasy.com/building/433-west-34-street-new_york/5a
6025,123 West 3rd Street #J,"$2,200",http://streeteasy.com/building/123-west-3-street-new_york/j
6026,433 Warren Street #PH4B,"$3,650",http://streeteasy.com/building/433-warren-street-brooklyn/ph4b
6027,259 East Broadway #6D,"$3,450",http://streeteasy.com/building/259-east-broadway-manhattan/6d
6028,155 East 29st #C25,"$5,000",http://streeteasy.com/building/biltmore-plaza/c25
6029,25 East 67th #7A,"$3,900",http://streeteasy.com/rental/1726403
6030,242 Bradhurst Avenue #53,"$1,575",http://streeteasy.com/building/242-bradhurst-avenue-manhattan/53
6031,306 E 11th Street #5D,"$2,000",http://streeteasy.com/building/306-east-11-street-manhattan/5d
6032,212 East 12th Street #A2,"$5,995",http://streeteasy.com/building/212-east-12-street-manhattan/a2
6033,182-30 Wexford Terrace #6T,"$1,399",http://streeteasy.com/building/182_30-wexford-terrace-queens/6t
6034,238 East 106th Street #4D,"$2,500",http://streeteasy.com/building/238-east-106-street-new_york/4d?featured=1
6035,505 W 37th Street #4309,"$5,850",http://streeteasy.com/building/505w37-505-west-37-street-new_york/4309?featured=1
6036,212 East 12th Street #A2,"$5,995",http://streeteasy.com/building/212-east-12-street-manhattan/a2
6037,182-30 Wexford Terrace #6T,"$1,399",http://streeteasy.com/building/182_30-wexford-terrace-queens/6t
6038,212 East 12th Street #B3,"$5,700",http://streeteasy.com/building/212-east-12-street-manhattan/b3
6039,250 Bedford Park Boulevard #2B,"$1,795",http://streeteasy.com/building/250-bedford-park-blvd-bronx/02b
6040,443 Irving Avenue #1,"$2,100",http://streeteasy.com/building/443-irving-avenue-brooklyn/1
6041,275 Park Avenue #4D,"$3,137",http://streeteasy.com/building/275-park-avenue-brooklyn/4d
6042,644 Grand Street #2,"$3,600",http://streeteasy.com/building/644-grand-street-brooklyn/2
6043,326 Columbus Avenue #3B,"$2,100",http://streeteasy.com/building/322-columbus-avenue-new_york/3b
6044,105 Lincoln Rd #5A,"$1,825",http://streeteasy.com/building/105-lincoln-road-brooklyn/5a
6045,245 East 44th Street #12A,"$4,795",http://streeteasy.com/building/falcon-tower/12a
6046,270 Park Avenue South #8G,"$4,695",http://streeteasy.com/building/gramercy-park-lofts/8g
6047,76-12 Ditmars Boulevard #3C,"$1,700",http://streeteasy.com/building/76_12-ditmars-boulevard-east_elmhurst/3c
6048,120 West 97th Street #8L,"$4,334",http://streeteasy.com/building/stonehenge-village/8l?featured=1
6049,95 Worth Street #1207,"$3,350",http://streeteasy.com/building/saranac-95-worth-street-new_york/1207?featured=1
6050,25 Tudor City Place #2008,"$2,300",http://streeteasy.com/building/25-tudor-city-place-new_york/2008
6051,309 E. 9th Street #1C,"$2,300",http://streeteasy.com/building/309-east-9-street-manhattan/1c
6052,239 E 116th Street #2,"$1,695",http://streeteasy.com/building/239-east-116-street-manhattan/2
6053,100 W 58th Street #12C,"$6,380",http://streeteasy.com/building/windsor-park/12c
6054,200 East 94 #811,"$4,750",http://streeteasy.com/building/carnegie-park-condominium/811
6055,252 East 110th Street #1W,"$2,600",http://streeteasy.com/building/252-east-110-street-new_york/1w
6056,189 Lefferts Place #4F,"$1,750",http://streeteasy.com/building/189-lefferts-place-brooklyn/4f
6057,60 West 57th Street #9A,"$4,250",http://streeteasy.com/building/60-west-57-street-manhattan/9a
6058,60 West 57th Street #14C,"$4,000",http://streeteasy.com/rental/1726355
6059,60 West 57th Street #8D,"$4,400",http://streeteasy.com/building/60-west-57-street-manhattan/8d
6060,105 West 31st #A,"$6,495",http://streeteasy.com/building/875-6-avenue-manhattan/a
6061,2365 East 13th Street #5W,"$1,600",http://streeteasy.com/rental/1726351
6062,111 Newel Street #3L,"$2,495",http://streeteasy.com/building/111-newel-street-brooklyn/3l?featured=1
6063,50 West 34th Street #21A1,"$3,000",http://streeteasy.com/building/herald-towers/21a01?featured=1
6064,12 Saint Felix #2,"$3,000",http://streeteasy.com/building/12-st-felix-street-brooklyn/2
6065,105 West 31st #C,"$4,095",http://streeteasy.com/building/875-6-avenue-manhattan/c
6066,102 South 6th Street #1,"$2,599",http://streeteasy.com/building/107-broadway-brooklyn/1
6067,63 East 7th Street #G,"$3,400",http://streeteasy.com/building/63-east-7-street-manhattan/g
6068,350 East 9th Street #4,"$2,100",http://streeteasy.com/building/350-east-9-street-new_york/4
6069,115 Van Brunt Street #4,"$1,810",http://streeteasy.com/building/115-van-brunt-street-brooklyn/4
6070,35 W 33rd Street #34,"$3,225",http://streeteasy.com/building/the-magellan/34
6071,35 W 33rd Street #16B,"$2,995",http://streeteasy.com/building/the-magellan/16b
6072,35 W 33rd Street #26B,"$3,195",http://streeteasy.com/building/the-magellan/26b
6073,245 W 25th Street #PHK,"$6,600",http://streeteasy.com/building/the-arthur/phk
6074,245 W 25th Street #5D,"$6,000",http://streeteasy.com/building/the-arthur/5d
6075,183 Chauncey Street #2,"$2,999",http://streeteasy.com/building/183-chauncey-street-brooklyn/2
6076,30 West 63rd Street #20FGH,"$19,750",http://streeteasy.com/building/30-lincoln-plaza/20fgh?featured=1
6077,110 East 36th Street #8E,"$2,495",http://streeteasy.com/building/110-east-36-street-new_york/8e?featured=1
6078,245 W 25th Street #5D,"$6,000",http://streeteasy.com/building/the-arthur/5d
6079,183 Chauncey Street #2,"$2,999",http://streeteasy.com/building/183-chauncey-street-brooklyn/2
6080,105 West 31st #F,"$3,595",http://streeteasy.com/building/875-6-avenue-manhattan/f
6081,88 Greenwich Street #301,"$2,900",http://streeteasy.com/building/greenwich-club/301
6082,416 West 47th Street #4D,"$2,030",http://streeteasy.com/building/416-west-47-street-new_york/4d
6083,649 Vermont Street #C,"$1,325",http://streeteasy.com/building/649-vermont-street-brooklyn/c
6084,567 Bainbridge Street #3,"$2,500",http://streeteasy.com/building/567-bainbridge-street-brooklyn/3
6085,2323 East 12th Street #4F,"$1,600",http://streeteasy.com/rental/1726327
6086,66 West 77th Street #46,"$3,750",http://streeteasy.com/building/66-west-77-street-new_york/46
6087,218 East 12th Street #3,"$6,350",http://streeteasy.com/building/218-east-12-street-manhattan/3
6088,624 West 182nd Street #2A,"$2,400",http://streeteasy.com/building/177-wadsworth-avenue-manhattan/2a
6089,613 Jefferson Avenue #1,"$3,500",http://streeteasy.com/building/613-jefferson-avenue-brooklyn/1
6090,505 W 37th Street #212,"$2,890",http://streeteasy.com/building/505w37-505-west-37-street-new_york/212?featured=1
6091,212 West 91st Street #239,"$2,167",http://streeteasy.com/building/greystone-212-west-91st-street-new_york/239?featured=1
6092,200 East 33rd Street #16C,"$3,295",http://streeteasy.com/building/the-laurence-towers/16c
6093,145 East 27th Street #8D,"$2,495",http://streeteasy.com/building/the-townsway/8d
6094,298A Marion Street #2,"$2,250",http://streeteasy.com/building/298a-marion-street-brooklyn/2
6095,242 Bradhurst Avenue #2,"$1,395",http://streeteasy.com/building/242-bradhurst-avenue-manhattan/2
6096,34 Gelston Avenue #2,"$2,195",http://streeteasy.com/building/34-gelston-avenue-brooklyn/2
6097,253 Cumberland #511,"$1,795",http://streeteasy.com/building/249-cumberland-street-brooklyn/511
6098,84-25 118th Street #2E,"$1,600",http://streeteasy.com/building/84_25-118-street-queens/2e
6099,150 West 51st Street #1434,"$3,300",http://streeteasy.com/rental/1726287
6100,83-85 116th Street #2,"$1,725",http://streeteasy.com/building/83_85-116-street-queens/2
6101,336 East 22nd #1R,"$5,500",http://streeteasy.com/building/336-east-22-street-manhattan/1r
6102,201 East 86th Street #21C,"$4,000",http://streeteasy.com/building/the-colorado/21c
6103,201 East 86th Street #21D,"$3,500",http://streeteasy.com/building/the-colorado/21d
6104,128 Marine Avenue #3K,"$2,550",http://streeteasy.com/rental/1726892?featured=1
6105,401 East 80th Street #5J,"$3,400",http://streeteasy.com/building/gracie-mews/5j?featured=1
6106,201 East 86th Street #32A,"$14,000",http://streeteasy.com/building/the-colorado/32a
6107,30-06 29th Street #3H,"$2,550",http://streeteasy.com/building/30_06-29-street-astoria/3h
6108,64-66 Thompson Street #25,"$2,475",http://streeteasy.com/building/64_66-thompson-street-new_york/25
6109,107 West 74 #2R,"$2,950",http://streeteasy.com/rental/1726274
6110,489 Columbus Avenue #4C,"$1,950",http://streeteasy.com/rental/1726273
6111,162 West 80 #2K,"$2,475",http://streeteasy.com/rental/1726272
6112,346 West 47 #3B,"$2,460",http://streeteasy.com/rental/1726271
6113,151 West 72 #3B,"$3,525",http://streeteasy.com/rental/1726270
6114,397 3rd Street TOWNHOUSE,"$17,000",http://streeteasy.com/building/397-3-street-brooklyn/townhouse
6115,306 West 73 #1A,"$2,870",http://streeteasy.com/rental/1726267
6116,39 2nd Street #2,"$2,600",http://streeteasy.com/rental/1726266
6117,284 West End Avenue #2A,"$2,460",http://streeteasy.com/building/284-west-end-avenue-new_york/2a
6118,408 East 92nd Street #24F,"$4,995",http://streeteasy.com/building/rivereast-408-east-92-street-new_york/24f?featured=1
6119,344 East 85th Street #4J,"$3,300",http://streeteasy.com/building/344-east-85-street-new_york/4j?featured=1
6120,9 West 73 #3B,"$3,300",http://streeteasy.com/rental/1726264
6121,67 West 73 #1B,"$2,695",http://streeteasy.com/rental/1726263
6122,67 West 73 #3E,"$2,340",http://streeteasy.com/building/67-west-73-street-new_york/3e
6123,67 West 73 #4B,"$2,250",http://streeteasy.com/building/67-west-73-street-new_york/4b
6124,162 West 80 #5F,"$2,525",http://streeteasy.com/building/162-west-80-street-new_york/5f
6125,265 West 87 #2D,"$2,825",http://streeteasy.com/rental/1726257
6126,265 West 87 #4A,"$2,840",http://streeteasy.com/rental/1726256
6127,2218 Greene Avenue #2,"$2,400",http://streeteasy.com/building/2218-greene-avenue-queens/2
6128,158 West 76 #2A,"$3,350",http://streeteasy.com/rental/1726254
6129,26 Grove Street #5E,"$2,600",http://streeteasy.com/building/26-grove-street-new_york/5e
6130,3175 Grand Concourse #4C,"$1,225",http://streeteasy.com/building/3175-grand-concourse-bronx/4c
6131,462 Ninth Avenue #8,"$2,295",http://streeteasy.com/building/462-9-avenue-new_york/8
6132,99 Battery Place #16D,"$13,750",http://streeteasy.com/building/liberty-view/16d?featured=1
6133,127 Graham Avenue #2R,"$3,230",http://streeteasy.com/building/127-graham-avenue-brooklyn/2r?featured=1
6134,462 Ninth Avenue #8,"$2,295",http://streeteasy.com/building/462-9-avenue-new_york/8
6135,95 Gates Avenue #3,"$2,550",http://streeteasy.com/building/95-gates-avenue-brooklyn/3
6136,336 West 77 #PHB,"$3,299",http://streeteasy.com/rental/1726245
6137,8 West 76 #4A,"$4,600",http://streeteasy.com/rental/1726244
