,Apartment,Rent,Url
300,78 Bank Street #10,"$5,000",http://streeteasy.com/building/78-bank-street-new_york/10
301,27-40 21st Street #6B,"$2,750",http://streeteasy.com/rental/1734127
302,27-40 21st Street #8B,"$2,950",http://streeteasy.com/rental/1734126
303,204 Ocean Pkwy #3,"$3,000",http://streeteasy.com/building/204-ocean-parkway-brooklyn/3
304,199 Linden Boulevard #B10,"$2,000",http://streeteasy.com/building/199-linden-boulevard-brooklyn/b10
305,822 Ocean Avenue #1F,"$1,475",http://streeteasy.com/building/822-ocean-avenue-brooklyn/1f
306,308 Mott Street #4/A,"$2,900",http://streeteasy.com/building/308-mott-street-manhattan/4a
307,576A Morgan Avenue #2,"$2,300",http://streeteasy.com/building/576a-morgan-avenue-brooklyn/2
308,211 East 51st Street #11C,"$4,850",http://streeteasy.com/building/211-east-51-street-new_york/11c?featured=1
309,656 Saint Nicholas Avenue #53,"$1,750",http://streeteasy.com/building/656-st-nicholas-avenue-new_york/53?featured=1
310,36 West 75th Street #4A,"$2,850",http://streeteasy.com/building/36-west-75-street-manhattan/4a
311,106 Harman #G,"$3,000",http://streeteasy.com/building/106-harman-street-brooklyn/g
312,105 Lincoln Road #4D,"$1,500",http://streeteasy.com/building/105-lincoln-road-brooklyn/4d
313,607 Seneca Avenue #2L,"$2,550",http://streeteasy.com/rental/1734117
314,226 East 14th Street #5P,"$1,900",http://streeteasy.com/building/226-east-14-street-manhattan/5p
315,150 West 56th Street #4709,"$3,000",http://streeteasy.com/building/cityspire-condominium/4709
316,27-59 Crescent Street #3,"$2,575",http://streeteasy.com/building/27_59-crescent-street-astoria/3
317,2935 Ocean Parkway #5,"$2,200",http://streeteasy.com/building/2935-ocean-parkway-brooklyn/5
318,1535 East 14th Street #5,"$1,550",http://streeteasy.com/building/1535-east-14-street-brooklyn/5
319,120 East 88th Street #3D,"$2,899",http://streeteasy.com/building/120-east-88-street-manhattan/3d
320,324 W 77th Street #2,"$3,999",http://streeteasy.com/rental/1734107
321,306 W 75th Street #1E,"$2,499",http://streeteasy.com/rental/1734106
322,234 North 9th Street #1D,"$4,995",http://streeteasy.com/building/sophia-lofts/1d?featured=1
323,200 East 66th Street #C901,"$9,995",http://streeteasy.com/building/manhattan-house/c901?featured=1
324,27 West 55th Street #62,"$4,200",http://streeteasy.com/building/27-west-55-street-new_york/62
325,25 Fifth Avenue #1JH,"$10,000",http://streeteasy.com/building/25-5-avenue-new_york/1jh
326,254 Park Avenue South #3D,"$10,500",http://streeteasy.com/building/254-pas/3d
327,160 Central Park South 3101/3118,"$19,500",http://streeteasy.com/building/jw-marriott-essex-house/31013118
328,160 Central Park South #3101,"$12,000",http://streeteasy.com/building/jw-marriott-essex-house/3101
329,140 West 79th Street #5F,"$4,000",http://streeteasy.com/building/140-west-79-street-new_york/5f
330,124 Remsen Street #4,"$1,700",http://streeteasy.com/rental/1734099
331,319 West 29th Street #2B,"$1,825",http://streeteasy.com/building/319-west-29-street-new_york/2b
332,19 E 21 #4D,"$2,050",http://streeteasy.com/building/19-east-21-street-new_york/4d
333,342 East 8th Street #7A,"$3,700",http://streeteasy.com/building/eastville-gardens/7a
334,190 East 104th Street #2B,"$2,750",http://streeteasy.com/building/1882-3-avenue-new_york/2b
335,25-15 24th Avenue #2A,"$1,750",http://streeteasy.com/building/25_15-24-avenue-queens/2a
336,505 W 37th Street #22B,"$3,745",http://streeteasy.com/building/505w37-505-west-37-street-new_york/22b?featured=1
337,611 Nostrand Avenue #2F,"$2,795",http://streeteasy.com/building/611-nostrand-avenue-brooklyn/2f?featured=1
338,212 West 18th Street #18A,"$65,000",http://streeteasy.com/rental/1734091
339,190 East 104th Street #2A,"$2,400",http://streeteasy.com/building/1882-3-avenue-new_york/2a
340,250 Moore Street #205,"$3,000",http://streeteasy.com/building/250-moore-street-brooklyn/205
341,14 Butler Place #87,"$2,250",http://streeteasy.com/building/14-butler-place-brooklyn/87
342,25-20 48th Street #2,"$2,300",http://streeteasy.com/rental/1734086
343,44-15 43rd Avenue #3E,"$1,900",http://streeteasy.com/building/44_15-43-avenue-queens/3e
344,66-72 Saint Nicholas Avenue #1H,"$2,550",http://streeteasy.com/building/66_72-st-nicholas-avenue-new_york/1h
345,40-24 62nd Street #3H,"$1,295",http://streeteasy.com/building/40_24-62-street-queens/3h
346,440 West 41st Street #6L,"$1,900",http://streeteasy.com/building/440-west-41-street-new_york/6l
347,320 East 54th Street #7C,"$4,250",http://streeteasy.com/building/320-east-54-street-new_york/7c
348,250 Mercer Street #C204,"$5,900",http://streeteasy.com/building/250-mercer-street-new_york/c204
349,400 Park Avenue S #38D,"$6,900",http://streeteasy.com/rental/1734074
350,90 West Street #9F,"$3,336",http://streeteasy.com/building/90-west-street-new_york/9f?featured=1
351,1413 York Avenue #16,"$3,500",http://streeteasy.com/building/1413-york-avenue-new_york/16?featured=1
352,252 South 4th Street #5C,"$2,500",http://streeteasy.com/building/252-south-4-street-brooklyn/5c
353,252 South 4th Street #3F,"$1,800",http://streeteasy.com/building/252-south-4-street-brooklyn/3f
354,8881 24th Avenue #2,"$2,400",http://streeteasy.com/building/8881-24-avenue-brooklyn/2
355,260 West 54th Street #33H,"$2,678",http://streeteasy.com/building/marc-260-west-54-street-new_york/33h
356,260 West 54th Street #16H,"$2,567",http://streeteasy.com/building/marc-260-west-54-street-new_york/16h
357,260 West 54th Street #39F,"$3,595",http://streeteasy.com/building/marc-260-west-54-street-new_york/39f
358,441 Metropolitan Avenue #2,"$3,150",http://streeteasy.com/building/441-metropolitan-avenue-brooklyn/2
359,151 West 16th Street #4J,"$4,995",http://streeteasy.com/building/151-west-16-street-new_york/4j
360,565 W 139th Street #5,"$1,750",http://streeteasy.com/building/565-west-139-street-new_york/5
361,559 W 188 #11,"$2,790",http://streeteasy.com/rental/1734058
362,2 W 16 #PFR,"$4,895",http://streeteasy.com/rental/1734057
363,151 East 20th Street #3F,"$2,295",http://streeteasy.com/building/151-east-20-street-new_york/3f
364,1633 Dekalb Avenue #1B,"$3,600",http://streeteasy.com/building/1633-de-kalb-avenue-brooklyn/1b?featured=1
365,150 W 51st Street #1234,"$3,400",http://streeteasy.com/building/150-west-51-street-new_york/1234?featured=1
366,100 Berry Street #4,"$2,800",http://streeteasy.com/building/100-berry-street-brooklyn/4
367,98 Berry Street #3,"$2,600",http://streeteasy.com/building/98-berry-street-brooklyn/3
368,555 West 23rd Street #N3H,"$3,600",http://streeteasy.com/building/555-west-23-street-new_york/n3h
369,1190 Greene #32,"$3,600",http://streeteasy.com/building/1190-greene-avenue-brooklyn/32
370,230 Sullivan Street #1,"$2,550",http://streeteasy.com/building/230-sullivan-street-manhattan/1
371,744 Carroll Street #GARDEN,"$2,600",http://streeteasy.com/building/744-carroll-street-brooklyn/garden
372,7 Judge Street #1L,"$2,600",http://streeteasy.com/building/7-judge-street-brooklyn/1l
373,1068 Manhattan Avenue #3,"$1,900",http://streeteasy.com/building/1068-manhattan-avenue-brooklyn/3
374,747 Tenth Avenue #22D,"$4,650",http://streeteasy.com/building/737-10-avenue-new_york/22d
375,23-25 East 124th Street #0A,"$3,495",http://streeteasy.com/building/23-east-124-street-new_york/00a
376,1655 Undercliff Avenue #5E,"$1,595",http://streeteasy.com/building/1655-undercliff-avenue-bronx/05e
377,66 Fort Greene Place #GARDEN,"$3,500",http://streeteasy.com/building/66-ft-greene-place-brooklyn/garden
378,200 West 67th Street #5L,"$4,000",http://streeteasy.com/building/aire-200-west-67th-street-new_york/5l?featured=1
379,312 Eleventh Avenue #7S,"$4,150",http://streeteasy.com/building/ohm-312-11-avenue-new_york/7s?featured=1
380,291 Clermont Avenue #3RDFL,"$2,500",http://streeteasy.com/building/291-clermont-avenue-brooklyn/3rd-fl
381,500 Park Avenue #18D,"$13,500",http://streeteasy.com/building/500-park-avenue-tower-condominium/18d
382,254 Broome Street #12,"$3,391",http://streeteasy.com/building/254-broome-street-new_york/12
383,858 10th Avenue #2NN,"$3,000",http://streeteasy.com/building/858-10-avenue-new_york/2nn
384,156 Orchard Street #1F,"$1,925",http://streeteasy.com/building/156-orchard-street-new_york/1f
385,31-19 33rd Street #18,"$1,800",http://streeteasy.com/building/31_19-33-street-queens/18
386,453 Court Street #4R,"$3,800",http://streeteasy.com/building/453-court-street-brooklyn/4r
387,414 East 58th Street #4,"$1,900",http://streeteasy.com/building/414-east-58-street-manhattan/4
388,1570 First Avenue #5H,"$2,225",http://streeteasy.com/building/1570-1-avenue-new_york/5h
389,554 W 54th Street #25N,"$5,915",http://streeteasy.com/building/instrata-at-mercedes-house/25n
390,102 Convent #35,"$2,300",http://streeteasy.com/building/102-convent-avenue-new_york/35
391,316 West 81st Street #10,"$3,195",http://streeteasy.com/building/316-west-81-street-manhattan/10
392,401 East 80th Street #7A,"$4,450",http://streeteasy.com/building/gracie-mews/7a?featured=1
393,350 West 18th Street #5B,"$8,000",http://streeteasy.com/building/350-west-18-street-new_york/5b?featured=1
394,457 Atlantic Avenue #6C,"$4,250",http://streeteasy.com/building/461-atlantic-avenue-brooklyn/6c
395,230 E 25 #2C,"$2,350",http://streeteasy.com/building/230-east-25-street-manhattan/2c
396,72 Himrod #34,"$2,600",http://streeteasy.com/building/72-himrod-street-brooklyn/34
397,1145 East 15th Street ,"$3,100",http://streeteasy.com/rental/1734022
398,21-46 49 Th Street #1,"$1,400",http://streeteasy.com/building/21_46-49-street-queens/1
399,862 Putnam Avenue #1,"$2,200",http://streeteasy.com/building/862-putnam-avenue-brooklyn/1
400,250 Mercer Street #B807,"$3,700",http://streeteasy.com/building/250-mercer-street-new_york/b807
401,322 W 57th Street #20A,"$3,350",http://streeteasy.com/building/the-sheffield/20a
402,660 West 175th Street #1D,"$2,000",http://streeteasy.com/building/4136-broadway-manhattan/1d
403,190 East 104th Street #4,"$1,800",http://streeteasy.com/building/1882-3-avenue-new_york/4
404,22-12 75th Street #2,"$2,500",http://streeteasy.com/rental/1734014
405,395 Smith Street #1A,"$6,650",http://streeteasy.com/building/395-smith-street-brooklyn/1a
406,252 E. 112th Street #3,"$1,695",http://streeteasy.com/building/250-east-112-street-manhattan/3?featured=1
407,590 Fort Washington Avenue #3H,"$3,300",http://streeteasy.com/building/590-ft-washington-avenue-manhattan/3h?featured=1
408,330 West 86th Street #5R,"$3,485",http://streeteasy.com/building/330-west-86-street-new_york/5r
409,360 West 55th Street #5T,"$2,700",http://streeteasy.com/rental/1734011
410,360 West 55th Street #5T,"$2,700",http://streeteasy.com/rental/1734010
411,90 West Street #16A,"$2,380",http://streeteasy.com/building/90-west-street-new_york/16a
412,12 Gramercy Park South #5/6,"$19,950",http://streeteasy.com/building/12-gramercy-park-new_york/56
413,523 Hudson Street #3RN,"$2,895",http://streeteasy.com/building/523-hudson-street-new_york/3rn
414,234 Thompson Street #11,"$2,795",http://streeteasy.com/building/234-thompson-street-new_york/11
415,350 West 50th Street #9E,"$5,050",http://streeteasy.com/building/two-worldwide-plaza/9e
416,340 West 87th Street #9B,"$2,750",http://streeteasy.com/rental/1734004
417,641 Fifth Avenue #38G,"$13,500",http://streeteasy.com/building/olympic-tower/38g
418,400 West 113th Street #425,"$2,492",http://streeteasy.com/building/enclave-at-the-cathedral/425
419,520 East 12th Street #1B,"$5,500",http://streeteasy.com/rental/1734001
420,805 Columbus Avenue #9F,"$6,290",http://streeteasy.com/building/805-columbus-avenue-new_york/09f?featured=1
421,127 Graham Avenue #2R,"$3,230",http://streeteasy.com/building/127-graham-avenue-brooklyn/2r?featured=1
422,32-73 48th Street #2L,"$2,000",http://streeteasy.com/building/32_73-48-street-astoria/2l
423,650 East 21st Street #A2,"$2,300",http://streeteasy.com/building/650-east-21-street-brooklyn/a2
424,460 West 23rd Street #GF,"$3,100",http://streeteasy.com/building/460-west-23-street-manhattan/gf
425,518 Midwood Street #1,"$2,400",http://streeteasy.com/building/518-midwood-street-brooklyn/1
426,388 Bridge Street #24K,"$3,150",http://streeteasy.com/building/388-bridge-street-brooklyn/24k
427,150 East 18th Street #2D,"$3,895",http://streeteasy.com/rental/1733994
428,150 East 18th Street #2D,"$3,895",http://streeteasy.com/rental/1733993
429,345 East 94th Street #21E,"$3,950",http://streeteasy.com/building/the-chesapeake/21e
430,228 West 15th Street #3C,"$2,300",http://streeteasy.com/building/228-west-15-street-new_york/3c
431,330 West 56th Street #15E,"$3,300",http://streeteasy.com/building/330-west-56-street-new_york/15e
432,268 Devoe Street #3R,"$3,000",http://streeteasy.com/building/268-devoe-street-brooklyn/3r
433,231 East 53rd #5B,"$2,495",http://streeteasy.com/building/231-east-53-street-new_york/5b
434,47-22 46th Street #1,"$2,500",http://streeteasy.com/building/47_22-46-street-queens/1?featured=1
435,1092 Nostrand Avenue #3R,"$3,000",http://streeteasy.com/building/1092-nostrand-avenue-brooklyn/3r?featured=1
436,22-40 77th Street #2C,"$2,150",http://streeteasy.com/rental/1733982
437,43-23 Ithaca Street #5F,"$1,895",http://streeteasy.com/building/43_23-ithaca-street-elmhurst/5f
438,1136 First Avenue #2,"$2,800",http://streeteasy.com/building/1136-1-avenue-manhattan/2
439,327 Saint Nicholas Avenue #1O,"$3,200",http://streeteasy.com/building/327-st-nicholas-avenue-manhattan/1o
440,1136 First Avenue #8,"$2,700",http://streeteasy.com/building/1136-1-avenue-manhattan/8
441,40-07 73rd Street #6E,"$3,850",http://streeteasy.com/building/73_02-roosevelt-avenue-woodside/6e
442,551 West 170th Street #45,"$2,650",http://streeteasy.com/rental/1733974
443,225 Bennett Avenue #6P,"$1,500",http://streeteasy.com/building/225-bennett-avenue-new_york/6p
444,28-17 Hobart Street #1L,"$1,650",http://streeteasy.com/building/28_17-hobart-street-queens/1l
445,455 West 37th Street #308,"$2,300",http://streeteasy.com/building/455w37-455-west-37th-street-new_york/308
446,55 West 14th Street #14P,"$3,295",http://streeteasy.com/building/courtney-house/14p
447,34 West 65 #4B,"$3,600",http://streeteasy.com/building/34-west-65-street-new_york/4b
448,99-39 66th Avenue #206,"$2,200",http://streeteasy.com/building/the-rego-modern/206?featured=1
449,229 Chrystie Street #1004,"$3,350",http://streeteasy.com/building/the-chrystie/1004?featured=1
450,1 Astor Place #7G,"$3,150",http://streeteasy.com/building/1-astor-place-new_york/7g
451,1 Astor Place #3U,"$3,695",http://streeteasy.com/building/1-astor-place-new_york/3u
452,402 7th Avenue #3E,"$2,450",http://streeteasy.com/building/402-7-avenue-brooklyn/3e
453,402 7th Avenue #3D,"$1,900",http://streeteasy.com/building/402-7-avenue-brooklyn/3d
454,570 7th Avenue #2R,"$2,495",http://streeteasy.com/rental/1733963
455,150 West 51st Street #1629,"$4,200",http://streeteasy.com/building/150-west-51-street-new_york/1629
456,2104 Caton Avenue #B4,"$1,550",http://streeteasy.com/building/2104-caton-avenue-brooklyn/b4
457,62 Delevan Street #BLDG,"$10,500",http://streeteasy.com/building/62-delevan-street-brooklyn/bldg
458,62 Delevan Street BLDGLOT,"$15,000",http://streeteasy.com/building/62-delevan-street-brooklyn/bldglot
459,708 Union Street #1,"$3,500",http://streeteasy.com/building/708-union-street-brooklyn/1
460,87-14 129th Street #2J,"$1,400",http://streeteasy.com/building/87_14-129-street-richmond_hill/2j
461,143-45 Sanford Avenue #302,"$1,450",http://streeteasy.com/building/143_45-sanford-avenue-flushing/302
462,36-46 South 4th Street #D3,"$3,500",http://streeteasy.com/rental/1724991?featured=1
463,448 West 19th Street #3G,"$3,800",http://streeteasy.com/building/448-west-19-street-new_york/3g?featured=1
464,143-45 Sanford Avenue #602,"$1,400",http://streeteasy.com/building/143_45-sanford-avenue-flushing/602
465,27-35 27th Street #4,"$2,175",http://streeteasy.com/rental/1733952
466,45-01 21st Street #1A,"$2,000",http://streeteasy.com/rental/1733951
467,790 Metropolitan Avenue #3,"$2,500",http://streeteasy.com/building/790-metropolitan-avenue-brooklyn/3
468,26-13 9th Street #2,"$2,799",http://streeteasy.com/building/26_13-9-street-queens/2
469,130 Degraw Street #1R,"$4,000",http://streeteasy.com/building/130-de-graw-street-brooklyn/1r
470,55 Payson #2C,"$1,600",http://streeteasy.com/building/55-payson-avenue-manhattan/2c
471,26-16 9th Street #2,"$2,750",http://streeteasy.com/building/26_16-9-street-queens/2
472,454 West 34th Street #9B,"$2,200",http://streeteasy.com/building/448-west-34-street-manhattan/9b
473,31-10  23rd Street #5A,"$2,250",http://streeteasy.com/building/31_12-23-street-astoria/5a
474,130 Jackson Street #1B,"$5,500",http://streeteasy.com/building/jackson-foundry-lofts-130-jackson-street-brooklyn/1b
475,20 Butler Place #72,"$2,295",http://streeteasy.com/building/20-butler-place-brooklyn/72
476,7410 Ridge Boulevard #1B,"$1,600",http://streeteasy.com/rental/1709403?featured=1
477,23 West 73 #1117,"$2,100",http://streeteasy.com/building/park-royal/1117?featured=1
478,161 W 22 #9,"$2,650",http://streeteasy.com/building/161-west-22-street-manhattan/9
479,761 Franklin Avenue #3B,"$2,150",http://streeteasy.com/building/761-franklin-avenue-brooklyn/3b
480,747 Tenth Avenue #13E,"$5,600",http://streeteasy.com/building/737-10-avenue-new_york/13e
