Rk,Date,DOW,nMonth,Month,Year,Game#,Game_ID,Tm,Opp,Rslt,Attendance,Temp,Sky,DayNight,Opening_Day
346,8/9/11,Tuesday,8,August,2011,1,60,New York Yankees,Los Angeles Angels,L 4-6,46466,75,Cloudy,Night,NO
345,8/10/11,Wednesday,8,August,2011,1,61,New York Yankees,Los Angeles Angels,W 9-3,46967,81,Cloudy,Night,NO
344,8/11/11,Thursday,8,August,2011,1,62,New York Yankees,Los Angeles Angels,W 6-5,47431,79,Cloudy,Day,NO
343,8/12/11,Friday,8,August,2011,1,63,New York Yankees,Tampa Bay Rays,L 1-5,47894,80,Clear,Night,NO
342,8/13/11,Saturday,8,August,2011,1,64,New York Yankees,Tampa Bay Rays,W 9-2,47804,82,Clear,Day,NO
341,8/23/11,Tuesday,8,August,2011,1,65,New York Yankees,Oakland Athletics,L 5-6,47343,74,Cloudy,Night,NO
340,8/24/11,Wednesday,8,August,2011,1,66,New York Yankees,Oakland Athletics,L 4-6,47271,75,Cloudy,Night,NO
339,8/25/11,Thursday,8,August,2011,1,67,New York Yankees,Oakland Athletics,W 22-9,46369,75,Rain,Day,NO
338,9/2/11,Friday,9,September,2011,1,68,New York Yankees,Toronto Blue Jays,W 3-2,47240,71,Cloudy,Night,NO
337,9/3/11,Saturday,9,September,2011,1,69,New York Yankees,Toronto Blue Jays,W 6-4,47744,80,Cloudy,Day,NO
336,9/4/11,Sunday,9,September,2011,1,70,New York Yankees,Toronto Blue Jays,W 9-3,47464,84,Cloudy,Day,NO
335,9/5/11,Monday,9,September,2011,1,71,New York Yankees,Baltimore Orioles,W 11-10,45069,79,Clear,Day,NO
334,9/6/11,Tuesday,9,September,2011,1,72,New York Yankees,Baltimore Orioles,W 5-3,44573,64,Rain,Night,NO
333,9/7/11,Wednesday,9,September,2011,1,73,New York Yankees,Baltimore Orioles,L 4-5,40104,67,Cloudy,Day,NO
332,9/19/11,Monday,9,September,2011,1,74,New York Yankees,Minnesota Twins,W 6-4,40045,64,Cloudy,Day,NO
331,9/20/11,Tuesday,9,September,2011,1,75,New York Yankees,Tampa Bay Rays,W 5-0,46944,67,Cloudy,Night,NO
330,9/21/11,Wednesday,9,September,2011,1,76,New York Yankees,Tampa Bay Rays,W 4-2,42755,74,Cloudy,Day,NO
329,9/21/11,Wednesday,9,September,2011,2,77,New York Yankees,Tampa Bay Rays,W 4-2,45586,68,Clear,Night,NO
328,9/22/11,Thursday,9,September,2011,1,78,New York Yankees,Tampa Bay Rays,L 8-15,47470,72,Clear,Night,NO
327,9/24/11,Saturday,9,September,2011,1,79,New York Yankees,Boston Red Sox,W 9-1,49556,75,Clear,Day,NO
325,9/25/11,Sunday,9,September,2011,2,80,New York Yankees,Boston Red Sox,L 4-7,49072,77,Cloudy,Day,NO
326,9/25/11,Sunday,9,September,2011,1,81,New York Yankees,Boston Red Sox,W 6-2,49541,79,Cloudy,Night,NO
324,4/13/12,Friday,4,April,2012,1,1,New York Yankees,Los Angeles Angels,W 5-0,49386,59,Clear,Day,YES
323,4/14/12,Saturday,4,April,2012,1,2,New York Yankees,Los Angeles Angels,L 1-7,46829,68,Cloudy,Day,NO
322,4/15/12,Sunday,4,April,2012,1,3,New York Yankees,Los Angeles Angels,W 11-5,41055,74,Cloudy,Night,NO
321,4/16/12,Monday,4,April,2012,1,4,New York Yankees,Minnesota Twins,L 3-7,40218,77,Cloudy,Night,NO
320,4/17/12,Tuesday,4,April,2012,1,5,New York Yankees,Minnesota Twins,W 8-3,40194,73,Cloudy,Night,NO
319,4/18/12,Wednesday,4,April,2012,1,6,New York Yankees,Minnesota Twins,L 5-6,36831,58,Cloudy,Night,NO
318,4/19/12,Thursday,4,April,2012,1,7,New York Yankees,Minnesota Twins,W 7-6,40327,60,Cloudy,Night,NO
317,4/27/12,Friday,4,April,2012,1,8,New York Yankees,Detroit Tigers,W 7-6,41200,47,Cloudy,Night,NO
316,4/28/12,Saturday,4,April,2012,1,9,New York Yankees,Detroit Tigers,L 5-7,44686,58,Cloudy,Day,NO
315,4/29/12,Sunday,4,April,2012,1,10,New York Yankees,Detroit Tigers,W 6-2,43084,57,Clear,Day,NO
314,4/30/12,Monday,4,April,2012,1,11,New York Yankees,Baltimore Orioles,W 2-1,36890,52,Cloudy,Night,NO
313,5/1/12,Tuesday,5,May,2012,1,12,New York Yankees,Baltimore Orioles,L 1-7,37790,66,Cloudy,Night,NO
312,5/2/12,Wednesday,5,May,2012,1,13,New York Yankees,Baltimore Orioles,L 0-5,39360,53,Cloudy,Night,NO
311,5/8/12,Tuesday,5,May,2012,1,14,New York Yankees,Tampa Bay Rays,W 5-3,37086,61,Cloudy,Night,NO
310,5/9/12,Wednesday,5,May,2012,1,15,New York Yankees,Tampa Bay Rays,L 1-4,38024,66,Cloudy,Night,NO
309,5/10/12,Thursday,5,May,2012,1,16,New York Yankees,Tampa Bay Rays,W 5-3,37720,61,Cloudy,Night,NO
308,5/11/12,Friday,5,May,2012,1,17,New York Yankees,Seattle Mariners,W 6-2,37226,68,Clear,Night,NO
307,5/12/12,Saturday,5,May,2012,1,18,New York Yankees,Seattle Mariners,W 6-2,43954,77,Cloudy,Day,NO
306,5/13/12,Sunday,5,May,2012,1,19,New York Yankees,Seattle Mariners,L 2-6,41631,79,Cloudy,Day,NO
305,5/18/12,Friday,5,May,2012,1,20,New York Yankees,Cincinnati Reds,W 4-0,42015,66,Clear,Night,NO
304,5/19/12,Saturday,5,May,2012,1,21,New York Yankees,Cincinnati Reds,L 5-6,45302,74,Clear,Day,NO
303,5/20/12,Sunday,5,May,2012,1,22,New York Yankees,Cincinnati Reds,L 2-5,45622,72,Clear,Day,NO
302,5/21/12,Monday,5,May,2012,1,23,New York Yankees,Kansas City Royals,L 0-6,39229,61,Cloudy,Night,NO
301,5/22/12,Tuesday,5,May,2012,1,24,New York Yankees,Kansas City Royals,W 3-2,37674,67,Cloudy,Night,NO
300,5/23/12,Wednesday,5,May,2012,1,25,New York Yankees,Kansas City Royals,W 8-3,40407,71,Cloudy,Night,NO
299,6/5/12,Tuesday,6,June,2012,1,26,New York Yankees,Tampa Bay Rays,W 7-0,40537,62,Cloudy,Night,NO
298,6/6/12,Wednesday,6,June,2012,1,27,New York Yankees,Tampa Bay Rays,W 4-1,38370,68,Cloudy,Night,NO
297,6/7/12,Thursday,6,June,2012,1,28,New York Yankees,Tampa Bay Rays,L 3-7,39891,70,Cloudy,Night,NO
296,6/8/12,Friday,6,June,2012,1,29,New York Yankees,New York Mets,W 9-1,48566,77,Cloudy,Night,NO
295,6/9/12,Saturday,6,June,2012,1,30,New York Yankees,New York Mets,W 4-2,48575,75,Cloudy,Night,NO
294,6/10/12,Sunday,6,June,2012,1,31,New York Yankees,New York Mets,W 5-4,49010,81,Cloudy,Day,NO
293,6/18/12,Monday,6,June,2012,1,32,New York Yankees,Atlanta Braves,W 6-2,42709,67,Cloudy,Night,NO
292,6/19/12,Tuesday,6,June,2012,1,33,New York Yankees,Atlanta Braves,L 3-4,41219,72,Cloudy,Night,NO
291,6/20/12,Wednesday,6,June,2012,1,34,New York Yankees,Atlanta Braves,L 5-10,45094,94,Clear,Day,NO
290,6/25/12,Monday,6,June,2012,1,35,New York Yankees,Cleveland Indians,W 7-1,42290,64,Cloudy,Night,NO
289,6/26/12,Tuesday,6,June,2012,1,36,New York Yankees,Cleveland Indians,W 6-4,43006,72,Cloudy,Night,NO
288,6/27/12,Wednesday,6,June,2012,1,37,New York Yankees,Cleveland Indians,W 5-4,45099,78,Cloudy,Day,NO
287,6/28/12,Thursday,6,June,2012,1,38,New York Yankees,Chicago White Sox,L 3-4,44041,88,Cloudy,Night,NO
286,6/29/12,Friday,6,June,2012,1,39,New York Yankees,Chicago White Sox,L 7-14,44265,95,Clear,Night,NO
285,6/30/12,Saturday,6,June,2012,1,40,New York Yankees,Chicago White Sox,W 4-0,46895,93,Cloudy,Day,NO
284,7/1/12,Sunday,7,July,2012,1,41,New York Yankees,Chicago White Sox,W 4-2,48324,95,Clear,Day,NO
283,7/13/12,Friday,7,July,2012,1,42,New York Yankees,Los Angeles Angels,W 6-5,47873,81,Cloudy,Night,NO
282,7/14/12,Saturday,7,July,2012,1,43,New York Yankees,Los Angeles Angels,W 5-3,47789,85,Cloudy,Day,NO
281,7/15/12,Sunday,7,July,2012,1,44,New York Yankees,Los Angeles Angels,L 8-10,46679,87,Cloudy,Day,NO
280,7/16/12,Monday,7,July,2012,1,45,New York Yankees,Toronto Blue Jays,W 6-3,42819,89,Cloudy,Night,NO
279,7/17/12,Tuesday,7,July,2012,1,46,New York Yankees,Toronto Blue Jays,W 6-1,44975,95,Cloudy,Night,NO
278,7/18/12,Wednesday,7,July,2012,1,47,New York Yankees,Toronto Blue Jays,W 6-0,45986,94,Cloudy,Day,NO
277,7/27/12,Friday,7,July,2012,1,48,New York Yankees,Boston Red Sox,W 10-3,49571,86,Cloudy,Night,NO
276,7/28/12,Saturday,7,July,2012,1,49,New York Yankees,Boston Red Sox,L 6-8,49573,69,Cloudy,Night,NO
275,7/29/12,Sunday,7,July,2012,1,50,New York Yankees,Boston Red Sox,L 2-3,48526,76,Cloudy,Night,NO
274,7/30/12,Monday,7,July,2012,1,51,New York Yankees,Baltimore Orioles,L 4-5,43052,77,Cloudy,Night,NO
273,7/31/12,Tuesday,7,July,2012,1,52,New York Yankees,Baltimore Orioles,L 5-11,42821,76,Cloudy,Night,NO
272,8/1/12,Wednesday,8,August,2012,1,53,New York Yankees,Baltimore Orioles,W 12-3,44593,80,Cloudy,Day,NO
271,8/3/12,Friday,8,August,2012,1,54,New York Yankees,Seattle Mariners,W 6-3,45872,84,Cloudy,Night,NO
270,8/4/12,Saturday,8,August,2012,1,55,New York Yankees,Seattle Mariners,L 0-1,47067,91,Cloudy,Day,NO
269,8/5/12,Sunday,8,August,2012,1,56,New York Yankees,Seattle Mariners,W 6-2,45878,89,Cloudy,Day,NO
268,8/13/12,Monday,8,August,2012,1,57,New York Yankees,Texas Rangers,W 8-2,45676,84,Cloudy,Night,NO
267,8/14/12,Tuesday,8,August,2012,1,58,New York Yankees,Texas Rangers,W 3-0,44533,78,Cloudy,Night,NO
266,8/15/12,Wednesday,8,August,2012,1,59,New York Yankees,Texas Rangers,W 3-2,45921,71,Cloudy,Night,NO
265,8/16/12,Thursday,8,August,2012,1,60,New York Yankees,Texas Rangers,L 6-10,47645,82,Cloudy,Day,NO
264,8/17/12,Friday,8,August,2012,1,61,New York Yankees,Boston Red Sox,W 6-4,49422,78,Cloudy,Night,NO
263,8/18/12,Saturday,8,August,2012,1,62,New York Yankees,Boston Red Sox,L 1-4,49466,78,Clear,Day,NO
262,8/19/12,Sunday,8,August,2012,1,63,New York Yankees,Boston Red Sox,W 4-1,48620,72,Cloudy,Night,NO
261,8/27/12,Monday,8,August,2012,1,64,New York Yankees,Toronto Blue Jays,L 7-8,42962,78,Cloudy,Night,NO
260,8/28/12,Tuesday,8,August,2012,1,65,New York Yankees,Toronto Blue Jays,W 2-1,42472,83,Clear,Night,NO
259,8/29/12,Wednesday,8,August,2012,1,66,New York Yankees,Toronto Blue Jays,L 5-8,46010,76,Clear,Day,NO
258,8/31/12,Friday,8,August,2012,1,67,New York Yankees,Baltimore Orioles,L 1-6,43352,87,Clear,Night,NO
257,9/1/12,Saturday,9,September,2012,1,68,New York Yankees,Baltimore Orioles,W 4-3,46122,88,Cloudy,Day,NO
256,9/2/12,Sunday,9,September,2012,1,69,New York Yankees,Baltimore Orioles,L 3-8,46501,80,Cloudy,Day,NO
255,9/14/12,Friday,9,September,2012,1,70,New York Yankees,Tampa Bay Rays,L 4-6,45200,71,Cloudy,Night,NO
254,9/15/12,Saturday,9,September,2012,1,71,New York Yankees,Tampa Bay Rays,W 5-3,46856,72,Cloudy,Day,NO
253,9/16/12,Sunday,9,September,2012,1,72,New York Yankees,Tampa Bay Rays,W 6-4,43489,72,Cloudy,Day,NO
252,9/19/12,Wednesday,9,September,2012,1,73,New York Yankees,Toronto Blue Jays,W 4-2,39859,67,Cloudy,Day,NO
251,9/19/12,Wednesday,9,September,2012,2,74,New York Yankees,Toronto Blue Jays,W 2-1,39997,67,Cloudy,Night,NO
250,9/20/12,Thursday,9,September,2012,1,75,New York Yankees,Toronto Blue Jays,W 10-7,40511,65,Cloudy,Night,NO
249,9/21/12,Friday,9,September,2012,1,76,New York Yankees,Oakland Athletics,W 2-1,40759,68,Clear,Night,NO
248,9/22/12,Saturday,9,September,2012,1,77,New York Yankees,Oakland Athletics,W 10-9,44026,75,Cloudy,Day,NO
247,9/23/12,Sunday,9,September,2012,1,78,New York Yankees,Oakland Athletics,L 4-5,43867,67,Clear,Day,NO
246,10/1/12,Monday,10,October,2012,1,79,New York Yankees,Boston Red Sox,W 10-2,45478,71,Cloudy,Night,NO
245,10/2/12,Tuesday,10,October,2012,1,80,New York Yankees,Boston Red Sox,W 4-3,41564,62,Rain,Night,NO
244,10/3/12,Wednesday,10,October,2012,1,81,New York Yankees,Boston Red Sox,W 14-2,47393,69,Cloudy,Night,NO
243,4/1/13,Monday,4,April,2013,1,1,New York Yankees,Boston Red Sox,L 2-8,49514,62,Cloudy,Day,YES
242,4/3/13,Wednesday,4,April,2013,1,2,New York Yankees,Boston Red Sox,L 4-7,40216,43,Clear,Night,NO
241,4/4/13,Thursday,4,April,2013,1,3,New York Yankees,Boston Red Sox,W 4-2,40611,43,Cloudy,Night,NO
240,4/12/13,Friday,4,April,2013,1,4,New York Yankees,Baltimore Orioles,W 5-2,35033,42,Cloudy,Night,NO
239,4/13/13,Saturday,4,April,2013,1,5,New York Yankees,Baltimore Orioles,L 3-5,41851,54,Cloudy,Day,NO
238,4/14/13,Sunday,4,April,2013,1,6,New York Yankees,Baltimore Orioles,W 3-0,34154,56,Cloudy,Night,NO
237,4/16/13,Tuesday,4,April,2013,1,7,New York Yankees,Arizona Diamondbacks,W 4-2,34107,60,Cloudy,Night,NO
236,4/17/13,Wednesday,4,April,2013,1,8,New York Yankees,Arizona Diamondbacks,W 4-3,34369,68,Clear,Night,NO
235,4/18/13,Thursday,4,April,2013,1,9,New York Yankees,Arizona Diamondbacks,L 2-6,36033,55,Rain,Night,NO
234,4/25/13,Thursday,4,April,2013,1,10,New York Yankees,Toronto Blue Jays,W 5-3,31445,65,Clear,Night,NO
233,4/26/13,Friday,4,April,2013,1,11,New York Yankees,Toronto Blue Jays,W 6-4,36151,64,Clear,Night,NO
232,4/27/13,Saturday,4,April,2013,1,12,New York Yankees,Toronto Blue Jays,W 5-4,40258,68,Clear,Day,NO
231,4/28/13,Sunday,4,April,2013,1,13,New York Yankees,Toronto Blue Jays,W 3-2,36872,66,Clear,Day,NO
230,4/29/13,Monday,4,April,2013,1,14,New York Yankees,Houston Astros,L 1-9,34262,57,Rain,Night,NO
229,4/30/13,Tuesday,4,April,2013,1,15,New York Yankees,Houston Astros,W 7-4,34301,61,Clear,Night,NO
228,5/1/13,Wednesday,5,May,2013,1,16,New York Yankees,Houston Astros,W 5-4,34117,61,Clear,Night,NO
227,5/3/13,Friday,5,May,2013,1,17,New York Yankees,Oakland Athletics,L 0-2,38090,60,Clear,Night,NO
226,5/4/13,Saturday,5,May,2013,1,18,New York Yankees,Oakland Athletics,W 4-2,41349,64,Clear,Day,NO
225,5/5/13,Sunday,5,May,2013,1,19,New York Yankees,Oakland Athletics,L 4-5,38134,58,Clear,Day,NO
224,5/14/13,Tuesday,5,May,2013,1,20,New York Yankees,Seattle Mariners,W 4-3,41267,61,Cloudy,Night,NO
223,5/15/13,Wednesday,5,May,2013,1,21,New York Yankees,Seattle Mariners,L 2-12,34081,67,Cloudy,Night,NO
222,5/16/13,Thursday,5,May,2013,1,22,New York Yankees,Seattle Mariners,L 2-3,35392,75,Cloudy,Night,NO
221,5/17/13,Friday,5,May,2013,1,23,New York Yankees,Toronto Blue Jays,W 5-0,40008,72,Clear,Night,NO
220,5/18/13,Saturday,5,May,2013,1,24,New York Yankees,Toronto Blue Jays,W 7-2,45577,66,Clear,Day,NO
219,5/29/13,Wednesday,5,May,2013,1,25,New York Yankees,New York Mets,L 4-9,43681,80,Cloudy,Night,NO
218,5/30/13,Thursday,5,May,2013,1,26,New York Yankees,New York Mets,L 1-3,44207,88,Clear,Night,NO
217,5/31/13,Friday,5,May,2013,1,27,New York Yankees,Boston Red Sox,W 4-1,45141,86,Clear,Night,NO
216,6/1/13,Saturday,6,June,2013,1,28,New York Yankees,Boston Red Sox,L 1-11,48784,86,Cloudy,Night,NO
215,6/2/13,Sunday,6,June,2013,1,29,New York Yankees,Boston Red Sox,L 0-3,43613,81,Rain,Night,NO
214,6/3/13,Monday,6,June,2013,1,30,New York Yankees,Cleveland Indians,W 7-4,40007,71,Cloudy,Night,NO
213,6/4/13,Tuesday,6,June,2013,1,31,New York Yankees,Cleveland Indians,W 4-3,36208,74,Clear,Night,NO
212,6/5/13,Wednesday,6,June,2013,1,32,New York Yankees,Cleveland Indians,W 6-4,42477,70,Cloudy,Day,NO
211,6/19/13,Wednesday,6,June,2013,2,33,New York Yankees,Los Angeles Dodgers,L 0-6,41320,75,Clear,Day,NO
210,6/19/13,Wednesday,6,June,2013,1,34,New York Yankees,Los Angeles Dodgers,W 6-4,40604,73,Cloudy,Night,NO
209,6/20/13,Thursday,6,June,2013,1,35,New York Yankees,Tampa Bay Rays,L 3-8,37649,73,Clear,Night,NO
208,6/21/13,Friday,6,June,2013,1,36,New York Yankees,Tampa Bay Rays,W 6-2,41123,75,Cloudy,Night,NO
207,6/22/13,Saturday,6,June,2013,1,37,New York Yankees,Tampa Bay Rays,W 7-5,46013,81,Cloudy,Day,NO
206,6/23/13,Sunday,6,June,2013,1,38,New York Yankees,Tampa Bay Rays,L 1-3,46054,87,Clear,Day,NO
205,6/25/13,Tuesday,6,June,2013,1,39,New York Yankees,Texas Rangers,W 4-3,41674,84,Cloudy,Night,NO
204,6/26/13,Wednesday,6,June,2013,1,40,New York Yankees,Texas Rangers,L 5-8,38264,82,Cloudy,Night,NO
203,6/27/13,Thursday,6,June,2013,1,41,New York Yankees,Texas Rangers,L 0-2,42138,82,Cloudy,Day,NO
202,7/5/13,Friday,7,July,2013,1,42,New York Yankees,Baltimore Orioles,W 3-2,43396,90,Cloudy,Night,NO
201,7/6/13,Saturday,7,July,2013,1,43,New York Yankees,Baltimore Orioles,W 5-4,42678,91,Cloudy,Day,NO
200,7/7/13,Sunday,7,July,2013,1,44,New York Yankees,Baltimore Orioles,L 1-2,40218,92,Cloudy,Day,NO
199,7/8/13,Monday,7,July,2013,1,45,New York Yankees,Kansas City Royals,L 1-5,35057,87,Cloudy,Night,NO
198,7/9/13,Tuesday,7,July,2013,1,46,New York Yankees,Kansas City Royals,L 1-3,35797,82,Cloudy,Night,NO
197,7/10/13,Wednesday,7,July,2013,1,47,New York Yankees,Kansas City Royals,W 8-1,35781,85,Cloudy,Night,NO
196,7/11/13,Thursday,7,July,2013,1,48,New York Yankees,Kansas City Royals,W 8-4,40381,83,Cloudy,Day,NO
195,7/12/13,Friday,7,July,2013,1,49,New York Yankees,Minnesota Twins,W 2-0,40247,73,Cloudy,Night,NO
194,7/13/13,Saturday,7,July,2013,1,50,New York Yankees,Minnesota Twins,L 1-4,40301,76,Cloudy,Day,NO
193,7/14/13,Sunday,7,July,2013,1,51,New York Yankees,Minnesota Twins,L 4-10,43131,88,Cloudy,Day,NO
192,7/26/13,Friday,7,July,2013,1,52,New York Yankees,Tampa Bay Rays,L 6-10,44486,79,Cloudy,Night,NO
191,7/27/13,Saturday,7,July,2013,1,53,New York Yankees,Tampa Bay Rays,L 0-1,43424,83,Cloudy,Day,NO
190,7/28/13,Sunday,7,July,2013,1,54,New York Yankees,Tampa Bay Rays,W 6-5,47714,79,Clear,Day,NO
189,8/9/13,Friday,8,August,2013,1,55,New York Yankees,Detroit Tigers,W 4-3,46545,81,Cloudy,Night,NO
188,8/10/13,Saturday,8,August,2013,1,56,New York Yankees,Detroit Tigers,L 3-9,45728,81,Cloudy,Day,NO
187,8/11/13,Sunday,8,August,2013,1,57,New York Yankees,Detroit Tigers,W 5-4,42439,78,Cloudy,Day,NO
186,8/12/13,Monday,8,August,2013,1,58,New York Yankees,Los Angeles Angels,W 2-1,37146,80,Cloudy,Night,NO
185,8/13/13,Tuesday,8,August,2013,1,59,New York Yankees,Los Angeles Angels,W 14-7,35013,77,Clear,Night,NO
184,8/14/13,Wednesday,8,August,2013,1,60,New York Yankees,Los Angeles Angels,W 11-3,38379,71,Cloudy,Night,NO
183,8/15/13,Thursday,8,August,2013,1,61,New York Yankees,Los Angeles Angels,L 4-8,44682,75,Clear,Day,NO
182,8/20/13,Tuesday,8,August,2013,1,62,New York Yankees,Toronto Blue Jays,W 8-4,40248,85,Clear,Day,NO
181,8/20/13,Tuesday,8,August,2013,2,63,New York Yankees,Toronto Blue Jays,W 3-2,37190,85,Cloudy,Night,NO
180,8/21/13,Wednesday,8,August,2013,1,64,New York Yankees,Toronto Blue Jays,W 4-2,36140,83,Cloudy,Night,NO
179,8/22/13,Thursday,8,August,2013,1,65,New York Yankees,Toronto Blue Jays,W 5-3,40116,75,Rain,Day,NO
178,8/30/13,Friday,8,August,2013,1,66,New York Yankees,Baltimore Orioles,W 8-5,45169,83,Cloudy,Night,NO
177,8/31/13,Saturday,8,August,2013,1,67,New York Yankees,Baltimore Orioles,W 2-0,42836,83,Cloudy,Day,NO
176,9/1/13,Sunday,9,September,2013,1,68,New York Yankees,Baltimore Orioles,L 3-7,40361,82,Cloudy,Day,NO
175,9/2/13,Monday,9,September,2013,1,69,New York Yankees,Chicago White Sox,W 9-1,40125,81,Cloudy,Day,NO
174,9/3/13,Tuesday,9,September,2013,1,70,New York Yankees,Chicago White Sox,W 6-4,33215,78,Cloudy,Night,NO
173,9/4/13,Wednesday,9,September,2013,1,71,New York Yankees,Chicago White Sox,W 6-5,36082,79,Clear,Night,NO
172,9/5/13,Thursday,9,September,2013,1,72,New York Yankees,Boston Red Sox,L 8-9,40481,71,Clear,Night,NO
171,9/6/13,Friday,9,September,2013,1,73,New York Yankees,Boston Red Sox,L 8-12,44117,68,Clear,Night,NO
170,9/7/13,Saturday,9,September,2013,1,74,New York Yankees,Boston Red Sox,L 9-13,49046,76,Clear,Day,NO
169,9/8/13,Sunday,9,September,2013,1,75,New York Yankees,Boston Red Sox,W 4-3,43078,80,Cloudy,Day,NO
168,9/20/13,Friday,9,September,2013,1,76,New York Yankees,San Francisco Giants,W 5-1,41734,69,Clear,Night,NO
167,9/21/13,Saturday,9,September,2013,1,77,New York Yankees,San Francisco Giants,W 6-0,42420,74,Cloudy,Day,NO
166,9/22/13,Sunday,9,September,2013,1,78,New York Yankees,San Francisco Giants,L 1-2,49197,68,Clear,Day,NO
165,9/24/13,Tuesday,9,September,2013,1,79,New York Yankees,Tampa Bay Rays,L 0-7,43407,69,Clear,Night,NO
164,9/25/13,Wednesday,9,September,2013,1,80,New York Yankees,Tampa Bay Rays,L 3-8,37260,70,Cloudy,Night,NO
163,9/26/13,Thursday,9,September,2013,1,81,New York Yankees,Tampa Bay Rays,L 0-4,48675,66,Cloudy,Night,NO
162,4/7/14,Monday,4,April,2014,1,1,New York Yankees,Baltimore Orioles,W 4-2,48142,52,Cloudy,Day,YES
161,4/8/14,Tuesday,4,April,2014,1,2,New York Yankees,Baltimore Orioles,L 5-14,35864,64,Cloudy,Day,NO
160,4/9/14,Wednesday,4,April,2014,1,3,New York Yankees,Baltimore Orioles,L 4-5,39412,54,Clear,Night,NO
159,4/10/14,Thursday,4,April,2014,1,4,New York Yankees,Boston Red Sox,W 4-1,42821,54,Clear,Night,NO
158,4/11/14,Friday,4,April,2014,1,5,New York Yankees,Boston Red Sox,L 2-4,44121,64,Cloudy,Night,NO
157,4/12/14,Saturday,4,April,2014,1,6,New York Yankees,Boston Red Sox,W 7-4,48572,63,Clear,Day,NO
156,4/13/14,Sunday,4,April,2014,1,7,New York Yankees,Boston Red Sox,W 3-2,46081,66,Clear,Night,NO
154,4/16/14,Wednesday,4,April,2014,1,8,New York Yankees,Chicago Cubs,W 3-0,36569,43,Clear,Night,NO
155,4/16/14,Wednesday,4,April,2014,2,9,New York Yankees,Chicago Cubs,W 2-0,40073,47,Clear,Day,NO
153,4/25/14,Friday,4,April,2014,1,10,New York Yankees,Los Angeles Angels,L 1-13,38358,53,Cloudy,Night,NO
152,4/26/14,Saturday,4,April,2014,1,11,New York Yankees,Los Angeles Angels,W 4-3,40908,61,Cloudy,Day,NO
151,4/27/14,Sunday,4,April,2014,1,12,New York Yankees,Los Angeles Angels,W 3-2,40028,54,Cloudy,Night,NO
150,4/29/14,Tuesday,4,April,2014,1,13,New York Yankees,Seattle Mariners,L 3-6,37484,46,Rain,Night,NO
149,5/1/14,Thursday,5,May,2014,1,14,New York Yankees,Seattle Mariners,L 2-4,43121,75,Cloudy,Night,NO
148,5/2/14,Friday,5,May,2014,1,15,New York Yankees,Tampa Bay Rays,L 5-10,33580,65,Cloudy,Night,NO
147,5/3/14,Saturday,5,May,2014,1,16,New York Yankees,Tampa Bay Rays,W 9-3,43325,67,Cloudy,Day,NO
146,5/4/14,Sunday,5,May,2014,1,17,New York Yankees,Tampa Bay Rays,L 1-5,41122,64,Cloudy,Day,NO
145,5/12/14,Monday,5,May,2014,1,18,New York Yankees,New York Mets,L 7-9,46517,74,Cloudy,Night,NO
144,5/13/14,Tuesday,5,May,2014,1,19,New York Yankees,New York Mets,L 7-12,45958,65,Cloudy,Night,NO
143,5/17/14,Saturday,5,May,2014,1,20,New York Yankees,Pittsburgh Pirates,W 7-1,47353,68,Cloudy,Day,NO
142,5/18/14,Sunday,5,May,2014,1,21,New York Yankees,Pittsburgh Pirates,W 4-3,45872,66,Cloudy,Day,NO
141,5/18/14,Sunday,5,May,2014,2,22,New York Yankees,Pittsburgh Pirates,L 3-5,46858,64,Cloudy,Day,NO
140,5/30/14,Friday,5,May,2014,1,23,New York Yankees,Minnesota Twins,L 1-6,42245,75,Cloudy,Night,NO
139,5/31/14,Saturday,5,May,2014,1,24,New York Yankees,Minnesota Twins,W 3-1,44346,69,Cloudy,Day,NO
138,6/1/14,Sunday,6,June,2014,1,25,New York Yankees,Minnesota Twins,L 2-7,42449,71,Clear,Day,NO
137,6/2/14,Monday,6,June,2014,1,26,New York Yankees,Seattle Mariners,L 2-10,41539,77,Clear,Night,NO
136,6/3/14,Tuesday,6,June,2014,1,27,New York Yankees,Oakland Athletics,L 2-5,41677,71,Cloudy,Night,NO
135,6/4/14,Wednesday,6,June,2014,1,28,New York Yankees,Oakland Athletics,L 4-7,37734,73,Rain,Night,NO
134,6/5/14,Thursday,6,June,2014,1,29,New York Yankees,Oakland Athletics,W 2-1,44346,70,Cloudy,Day,NO
133,6/17/14,Tuesday,6,June,2014,1,30,New York Yankees,Toronto Blue Jays,W 3-1,41834,85,Clear,Night,NO
132,6/18/14,Wednesday,6,June,2014,1,31,New York Yankees,Toronto Blue Jays,W 7-3,41342,87,Clear,Night,NO
131,6/19/14,Thursday,6,June,2014,1,32,New York Yankees,Toronto Blue Jays,W 6-4,40169,80,Clear,Night,NO
130,6/20/14,Friday,6,June,2014,1,33,New York Yankees,Baltimore Orioles,W 5-3,46197,79,Cloudy,Night,NO
129,6/21/14,Saturday,6,June,2014,1,34,New York Yankees,Baltimore Orioles,L 1-6,47165,76,Clear,Day,NO
128,6/22/14,Sunday,6,June,2014,1,35,New York Yankees,Baltimore Orioles,L 0-8,47493,78,Clear,Day,NO
127,6/27/14,Friday,6,June,2014,1,36,New York Yankees,Boston Red Sox,W 6-0,48522,78,Clear,Night,NO
