"author","channel","content_sentiment_polarity","content_subjectivity","id","n_tokens_content","n_tokens_title","num_hrefs","num_imgs","num_keywords","num_self_hrefs","num_videos","post_date","shares","timedelta","title_sentiment_polarity","title_subjectivity","type"
"Andrea Romano","Watercooler",0.304166666666667,0.632407407407407,"56c48cec12d2cd28b9000631",480,11,106,0,9,1,0,"2016-02-17T15:08:11+00:00",878,7,0.1875,0.4375,"rising"
"Noelle Sciacca","Lifestyle",0.177840909090909,0.438636363636364,"56c71e00b589e45fe5000161",371,9,107,0,5,1,0,"2016-02-19T13:51:30+00:00",762,5,0,0,"new"
"Sonam Joshi","World",-0.00160256410256411,0.271474358974359,"56bc7e0097b2f866df0005b2",398,12,95,0,5,1,0,"2016-02-11T12:26:14+00:00",575,13,0,0,"new"
"Chris Grasinger","World",0.291666666666667,0.583333333333333,"56cb4e08b05f9d274f000024",43,10,86,0,8,0,1,"2016-02-22T18:05:40+00:00",810,2,0,0,"new"
"Seth Fiegerman","Business",0.101037296037296,0.453246379089076,"56bb183012d2cd06c30003c2",867,10,99,2,3,9,0,"2016-02-10T11:00:00+00:00",1400,14,-0.6,1,"hot"
"Sonam Joshi","Entertainment",0.222581453634085,0.456616541353384,"56bb415c12d2cd06c30005d7",218,11,98,0,10,9,1,"2016-02-10T13:55:20+00:00",321,14,0,0,"new"
"Joel Trammell","Business",0.143526913338234,0.552080375075658,"56c4a00897b2f820730007c5",1025,7,100,4,9,1,0,"2016-02-17T16:29:57+00:00",819,7,0.6,0.8,"rising"
"Seth Fiegerman","Business",0.0564444444444444,0.455259259259259,"56cc8e30b05f9d49c300004d",963,11,106,1,3,5,0,"2016-02-23T16:51:34+00:00",1200,1,-0.5,0.7,"hot"
"Jessica Plautz","Lifestyle",0.0654258501914752,0.378673279845155,"56c34dd4b05f9d438f000521",829,10,97,0,4,1,0,"2016-02-16T16:26:48+00:00",602,8,0,0,"new"
NA,"World",0.0356216931216931,0.459089706589707,"56cd066c97b2f86c1d000017",1161,10,105,1,7,3,1,"2016-02-24T01:24:35+00:00",336,0,0.5,0.5,"new"
"Tom Liacas","World",0.103114728299292,0.448792285268795,"56c1bded97b2f8124b0012e6",1683,11,131,1,7,2,2,"2016-02-15T12:00:33+00:00",3800,9,0,0,"hot"
"Sandra Gonzalez","Entertainment",0.0858766233766234,0.410064935064935,"56c369b897b2f80809000851",114,13,89,0,7,0,0,"2016-02-16T18:25:52+00:00",798,8,-0.4,0.4,"new"
"Sam Haysom","Watercooler",0.00708333333333333,0.331805555555556,"56cc31ab12d2cd276f000439",180,13,103,0,10,10,1,"2016-02-23T10:17:02+00:00",1400,1,-0.6,1,"hot"
"Tech in Asia","Social Media",0.0964481774264383,0.360946420729029,"56ba1d11b589e41735000141",163,13,98,0,5,0,0,"2016-02-09T17:08:30+00:00",1500,15,0.0681818181818182,0.227272727272727,"rising"
"Gillian Edevane","World",0.131693722943723,0.46387987012987,"56bb9128b589e434f3000344",469,13,98,0,7,3,0,"2016-02-10T19:35:35+00:00",629,14,0,0,"new"
"Chris Grasinger","World",-0.5,0.5,"56c39437b05f9d438f0007c2",37,14,86,0,8,0,1,"2016-02-16T21:27:13+00:00",343,8,0,0,"new"
"Brian Koerber","Watercooler",0.0935,0.4865,"56c61a8cb589e46e30000988",86,8,96,0,5,8,1,"2016-02-18T19:24:11+00:00",2900,6,-0.5,1,"hot"
"Peter Clark","Watercooler",0.0443181818181818,0.472222222222222,"56c27e68b589e40cb000059b",127,10,87,0,3,1,1,"2016-02-16T01:41:05+00:00",540,8,0,0,"rising"
"Ryan Creamer","Watercooler",0.106530612244898,0.432244897959184,"56b8f29f97b2f8258c0000bd",93,10,96,0,5,9,1,"2016-02-08T19:55:07+00:00",488,16,0,0,"new"
"Johnny Lieu","Watercooler",0.0719494949494949,0.469789321789322,"56bac36912d2cd06c3000178",787,10,130,2,7,2,0,"2016-02-10T04:57:48+00:00",1200,14,0,0,"new"
"Lance Ulanoff","Tech",0.19206683234461,0.43415771471327,"56bb8c9c97b2f8084200008f",554,9,91,0,6,2,0,"2016-02-10T19:16:33+00:00",681,14,0.136363636363636,0.454545454545455,"new"
"Patrick Kulp","Business",0.173424518743668,0.568606889564336,"56ba817c97b2f876df000055",535,12,92,4,3,4,0,"2016-02-10T00:16:44+00:00",2900,14,0.2,0.3,"hot"
"Johnny Lieu","Lifestyle",0.0240942028985507,0.478209109730849,"56cd68dcb05f9d5c970000f3",727,9,98,2,6,1,0,"2016-02-24T08:24:56+00:00",90,0,-0.6,1,"new"
"Miriam Kramer","World",0.0546581196581197,0.561538461538462,"56be4adcb05f9d6599000001",504,9,92,1,6,3,0,"2016-02-12T21:12:05+00:00",733,12,0,0,"new"
"Victoria Ho","Tech",0.0854166666666667,0.402604166666667,"56c33acab589e47f36000534",367,12,94,2,9,3,0,"2016-02-16T15:05:30+00:00",868,8,0,0,"rising"
"Max Knoblauch","Watercooler",0.00681818181818182,0.500974025974026,"56b8ef74b589e472db000143",121,10,92,0,6,1,1,"2016-02-08T16:15:56+00:00",7400,16,0,0,"new"
"Kelly Diamond","Watercooler",0.164814814814815,0.581481481481481,"56c0d39897b2f8124b000da9",125,9,90,9,6,2,0,"2016-02-14T19:20:43+00:00",915,10,0.7,0.9,"rising"
"Brian Koerber","Watercooler",0.100232160312805,0.517601126472094,"56c8c02097b2f8229a00019b",590,15,122,0,5,2,0,"2016-02-20T19:35:38+00:00",4000,4,-0.1,0.1,"hot"
"Alicia Tan","Watercooler",0.0825,0.49875,"56cbbd9812d2cd276f0001fb",132,14,95,0,4,9,1,"2016-02-23T02:01:37+00:00",583,1,0.6,0.7,"rising"
"Max Knoblauch","Watercooler",0.323376623376623,0.483766233766234,"56c27dc297b2f8240d000014",103,8,92,11,10,2,0,"2016-02-16T01:36:40+00:00",764,8,0.35,0.65,"hot"
"Bloomberg Business","Business",0.00526374859708192,0.370407493740827,"56bdfb9f97b2f84c2e0005a2",802,11,104,0,10,0,0,"2016-02-12T15:34:41+00:00",1000,12,0,0,"rising"
"Sarah Spigelman Richter","Lifestyle",0.146212121212121,0.480614478114478,"56c9b4d212d2cd2b4c00063a",367,9,89,6,7,2,0,"2016-02-21T13:00:00+00:00",1800,3,1,0.3,"hot"
"Kelly Diamond","Watercooler",0.133571428571429,0.495,"56bb5de897b2f876df0008ed",85,9,97,0,8,8,0,"2016-02-10T15:57:15+00:00",1500,14,1,0.3,"rising"
"Charlie Mock","Entertainment",0.0662414715812774,0.484446580927163,"56c39bedb05f9d438f0007dc",1094,12,102,5,7,1,0,"2016-02-16T22:00:04+00:00",646,7,0.8,1,"rising"
"Mashable Video","Lifestyle",0.36,0.56,"56bf426cb05f9d65990005e9",67,10,86,0,9,0,1,"2016-02-13T14:48:55+00:00",747,11,0,1,"new"
"Josh Dickey","Entertainment",0.086760609005507,0.388401360544218,"56c0ca08b05f9d6599000d96",562,9,91,1,7,2,1,"2016-02-14T18:39:49+00:00",3800,10,0,0,"hot"
"Samantha Murphy Kelly","Tech",0.180668934240363,0.478949357520786,"56cd711eb589e4406000000c",227,13,95,0,10,1,2,"2016-02-24T09:00:04+00:00",895,0,0,0.3,"new"
"Colin  Daileda","World",-0.8,0.9,"56bb821c97b2f80842000064",22,7,8,14,10,0,0,"2016-02-10T18:31:42+00:00",29719,14,0,0,"hot"
"Chelsea Stark","Entertainment",0.0515448603683898,0.362910553498789,"56bcf4d797b2f866df000b4d",529,11,90,0,5,1,0,"2016-02-11T20:53:42+00:00",363,13,0.136363636363636,0.454545454545455,"new"
"Sam Haysom","Watercooler",0.0288961038961039,0.502380952380952,"56ba333a97b2f86f6100000e",230,11,110,0,9,1,1,"2016-02-09T18:42:55+00:00",344,15,0,0.4,"new"
"Stan Schroeder","Tech",0.16469696969697,0.547545454545454,"56ccee0cb589e47daf000111",676,7,96,0,5,6,0,"2016-02-23T23:40:25+00:00",519,0,0,0,"rising"
"Johnny Lieu","World",0.0690340909090909,0.34594696969697,"56bd7530b589e445540000c3",553,11,90,2,5,2,0,"2016-02-12T06:00:55+00:00",996,12,0.0555555555555556,0.266666666666667,"rising"
"Samantha Murphy Kelly","Tech",0.188659090909091,0.42944696969697,"56bcdc0497b2f866df000a99",433,13,92,1,8,1,1,"2016-02-11T19:07:37+00:00",934,13,-0.0166666666666667,0.35,"rising"
"Andrew Freedman","World",0.0382813852813853,0.362570887445887,"56cb6a64b589e45a880000f9",1490,12,91,5,5,1,0,"2016-02-22T20:06:13+00:00",2900,2,0.1,0.4,"hot"
"Davina Merchant","Entertainment",0.187167207792208,0.535379551004551,"56c1f2f0b05f9d6599001596",332,9,90,0,5,1,0,"2016-02-15T15:46:39+00:00",1300,9,0.4,0.7,"rising"
"Kellen Beck","Entertainment",0.133,0.496564102564103,"56c2637697b2f87007000003",312,16,93,2,8,1,0,"2016-02-15T23:28:02+00:00",794,8,0,0,"new"
"Chelsea Stark","Entertainment",0.167380952380952,0.451666666666667,"56bddaf597b2f84c2e000565",158,12,95,0,10,1,1,"2016-02-12T13:15:20+00:00",420,12,0,0,"new"
"Lance Ulanoff","Tech",0.163708128441138,0.522214026534415,"56cc65ed97b2f80a8c0008a3",1204,7,90,5,7,1,0,"2016-02-23T14:00:12+00:00",1500,1,0,0,"hot"
"Diana Shi","Watercooler",0.195585317460317,0.43328373015873,"56c3846897b2f80809000942",179,11,101,0,6,1,0,"2016-02-16T20:19:12+00:00",8400,8,0.175,0.525,"hot"
"Johnny Lieu","Watercooler",0.0861371527777778,0.48625,"56bc0b23b589e44191000478",424,13,111,0,9,1,0,"2016-02-11T04:16:14+00:00",961,13,-0.6,1,"rising"
"Katie Dupere","World",0.287333333333333,0.516333333333333,"56bfc7dd97b2f8124b0008ed",627,8,111,0,7,2,0,"2016-02-14T00:18:06+00:00",1200,10,0,0,"rising"
"David Sidorov","Watercooler",-0.2375,0.65,"56c32ec9b589e47f360004f8",50,12,85,0,10,0,1,"2016-02-16T14:14:14+00:00",828,8,0.5,0.9,"new"
"Adario Strange","Entertainment",0.126314814814815,0.534425925925926,"56ca6266b589e47a2d000a45",243,10,103,0,10,9,1,"2016-02-22T01:20:20+00:00",3300,2,-0.15,0.4,"hot"
"Sam Laird","Entertainment",0.21902380952381,0.478857142857143,"56cb7ec7b589e45a88000249",346,12,121,0,6,2,25,"2016-02-22T21:33:43+00:00",649,2,0.8,0.4,"new"
"Stan Schroeder","Tech",0.186471428571429,0.548134065934066,"56c9c4c0b05f9d4944000282",414,8,87,2,3,1,0,"2016-02-21T14:07:46+00:00",1500,3,0,0,"rising"
"David Yi","Lifestyle",0.130417490602676,0.464823276860314,"56bd337c97b2f8489200024a",866,11,115,1,5,1,0,"2016-02-12T01:20:15+00:00",1700,12,0,0.125,"hot"
"Tim Chester","Business",0.0672945672945673,0.282623532623533,"56bdd42497b2f84c2e000540",342,10,96,0,7,1,0,"2016-02-12T12:46:26+00:00",1600,12,0,0.125,"hot"
"Neha Prakash","Watercooler",0.101,0.502333333333333,"56bcf2db97b2f866df000b38",136,12,99,0,8,8,1,"2016-02-11T20:45:02+00:00",952,13,0.2,0.4,"rising"
"Juana Summers","World",0.229617604617605,0.518632756132756,"56cc79cb97b2f83f3b000002",207,12,95,0,10,0,0,"2016-02-23T15:24:23+00:00",1500,1,0.285714285714286,0.535714285714286,"hot"
"Rachel Thompson","Lifestyle",0.0985833949248583,0.416235525991624,"56c5b65b12d2cd1d1a00039e",607,8,93,0,8,1,0,"2016-02-18T12:17:10+00:00",783,6,0.5,0.6,"rising"
"Adam Rosenberg","Entertainment",0.0518371943371943,0.508854568854569,"56ba4abc97b2f83f7c000013",927,11,89,2,6,1,0,"2016-02-09T20:23:14+00:00",323,15,0.194444444444444,0.466666666666667,"new"
"Jenni Ryall","Entertainment",0.175479497354497,0.411259920634921,"56bd8472b589e445540000d8",257,12,90,1,7,1,0,"2016-02-12T07:06:13+00:00",745,12,0.136363636363636,0.454545454545455,"rising"
"Keith Hopkin","Tech",0.166666666666667,0.208333333333333,"56ca1ce0b05f9d4944000694",40,11,86,0,10,0,1,"2016-02-21T20:23:42+00:00",1100,3,0.136363636363636,0.454545454545455,"rising"
"Saba Hamedy","Entertainment",0.225995143068314,0.472560975609756,"56bdf37f97b2f84c2e00058b",536,13,103,1,10,1,1,"2016-02-12T15:00:12+00:00",1200,12,0.0333333333333333,0.0666666666666667,"new"
"Megan Specia","World",0.0605627705627706,0.387510822510823,"56c3778c97b2f80809000916",604,13,90,3,6,3,0,"2016-02-16T19:24:44+00:00",958,8,0,0,"new"
"Adam Rosenberg","Entertainment",0.105941048480316,0.470308356564901,"56ccd114b589e4787600028c",1948,11,90,6,5,1,0,"2016-02-23T21:37:16+00:00",441,1,0.55,0.65,"new"
"Blathnaid Healy","Entertainment",0.275598086124402,0.480701754385965,"56c5b8f412d2cd1d1a0003a8",215,12,90,0,7,1,0,"2016-02-18T12:28:26+00:00",2400,6,0,0,"hot"
"The Associated Press","World",-0.0833333333333333,0.291666666666667,"56c3429eb589e47f3600055d",97,7,84,0,5,0,1,"2016-02-16T15:39:01+00:00",617,8,0,0,"new"
"Lindsey Lanquist","Lifestyle",0.106215885563712,0.479587803500847,"56c8b0a8b05f9d14c40000d5",402,11,101,0,10,2,0,"2016-02-20T18:30:00+00:00",1900,4,0.45,0.4,"rising"
"Tim Chester","World",-0.0301652892561983,0.309297520661157,"56bccbe6b589e441910008f9",342,11,93,0,8,4,0,"2016-02-11T17:59:00+00:00",659,13,0.35,0.55,"new"
"Peter Clark","Watercooler",0.285649350649351,0.502193362193362,"56c34bb8b589e47f360005cf",218,10,92,1,5,1,0,"2016-02-16T16:17:20+00:00",750,8,-0.05,0.420833333333333,"rising"
"Johnny Lieu","Watercooler",0.137666666666667,0.345666666666667,"56c3e594b589e43e6c00022c",151,11,96,0,6,8,0,"2016-02-17T03:14:14+00:00",1100,7,0.4,1,"rising"
"Victoria Ho","Watercooler",0.103650793650794,0.535396825396825,"56cc373c12d2cd276f00043e",231,9,104,3,5,1,0,"2016-02-23T10:40:44+00:00",3500,1,-0.6,0.9,"hot"
"The Associated Press","Tech",0.0817635817635818,0.409908597408597,"56cd272797b2f8022200000b",952,11,91,0,5,5,0,"2016-02-24T03:44:28+00:00",931,0,0,0,"new"
"Lance Ulanoff","Tech",0.0334194158332089,0.522469937469938,"56c4ecdd97b2f85437000073",1118,10,100,0,10,6,1,"2016-02-17T21:57:37+00:00",9400,6,-0.3,0.1,"hot"
"Noelle Sciacca","Lifestyle",0.155135521044612,0.441787253150889,"56c607cc97b2f85437000af2",533,7,99,9,10,4,0,"2016-02-18T18:04:46+00:00",1400,6,0,0,"new"
"Adario Strange","Entertainment",0.156404733610616,0.49110219845514,"56c15436b589e442680011ec",628,15,110,0,8,7,0,"2016-02-15T04:29:41+00:00",3300,9,0.1,0.527777777777778,"hot"
"Gillian Edevane","World",0.318415404040404,0.538421717171717,"56be8d2bb589e442680001c6",316,13,97,0,7,2,0,"2016-02-13T01:55:43+00:00",5900,11,0,0,"hot"
"Sam Haysom","Watercooler",0.102058782267116,0.412135241301908,"56cae84997b2f80bba000033",267,13,106,0,10,1,0,"2016-02-22T10:51:31+00:00",3900,2,0.4,0.4,"hot"
"Samantha Murphy Kelly","Entertainment",0.197709879406308,0.386626468769326,"56bb5dd112d2cd06c30006d9",374,11,93,1,7,3,0,"2016-02-10T15:56:35+00:00",535,14,0,0,"new"
"Tricia Gilbride","Watercooler",0.1,0.472222222222222,"56bba07597b2f866df000031",127,9,95,0,7,3,0,"2016-02-10T20:41:05+00:00",499,14,0,0.1,"new"
"Marcus Gilmer","World",-0.00902777777777779,0.343923611111111,"56bbe32fb05f9d1982000238",569,13,95,1,4,5,1,"2016-02-11T01:25:54+00:00",11900,13,0,0,"hot"
"Brittany Levine Beckman","World",0.0247658232572026,0.320107478728168,"56c7ae24b05f9d127c000063",723,7,95,0,5,1,0,"2016-02-20T00:06:12+00:00",854,4,0.3,0.2,"rising"
"Noelle Sciacca","Lifestyle",0.199203843995511,0.515783830367164,"56bef2ac12d2cd6bae000103",411,9,93,2,5,3,0,"2016-02-13T09:08:00+00:00",2200,11,0,0,"hot"
"Yohana Desta","Entertainment",0.190200617283951,0.588811728395062,"56c38d4e97b2f80809000a61",378,12,102,0,6,1,0,"2016-02-16T20:57:43+00:00",658,8,0.2,0.3,"rising"
"Megan Specia","World",0.135845295055821,0.464304701146806,"56c3a054b589e43e6c00000f",272,9,116,0,8,1,0,"2016-02-16T22:18:54+00:00",878,7,0,1,"rising"
"Christopher Miller","World",0.000793650793650792,0.273809523809524,"56bc9e2097b2f866df00063f",422,13,107,0,8,1,1,"2016-02-11T14:43:41+00:00",336,13,0,0,"new"
"David Sidorov","Watercooler",0.198611111111111,0.355555555555556,"56cc822d97b2f83f3b00001c",47,15,86,0,10,0,1,"2016-02-23T16:00:16+00:00",788,1,0.283333333333333,0.55,"new"
"Kellen Beck","Tech",-0.00702292768959435,0.419562610229277,"56bd9819b05f9d26a70001a6",330,10,92,0,6,1,0,"2016-02-12T08:29:59+00:00",3600,12,0,0,"hot"
"Ryan Creamer","Watercooler",-0.0405092592592593,0.398148148148148,"56c37e95b589e47f3600072f",77,6,105,10,6,3,0,"2016-02-16T19:54:19+00:00",2200,8,0,0,"hot"
"Sandra Gonzalez","Entertainment",0.0730963203463204,0.500186147186147,"56bd52d6b05f9d26a700003f",457,12,108,0,6,1,0,"2016-02-12T03:34:19+00:00",1900,12,0.0431818181818182,0.277272727272727,"hot"
"Kelly Diamond","Watercooler",0.134444444444444,0.564320987654321,"56c75272b589e443fb000020",97,12,97,0,8,8,1,"2016-02-19T17:35:34+00:00",541,5,0,0,"rising"
"David Yi","Lifestyle",0.0814747474747475,0.509878787878788,"56cd358897b2f860bb000004",341,8,97,5,7,2,0,"2016-02-24T04:45:21+00:00",850,0,0,0,"new"
"Andrew Freedman","World",0.0400182665658856,0.432170571932477,"56c4aa58b05f9d253d00031d",1813,12,99,6,7,4,1,"2016-02-17T17:13:11+00:00",518,7,0,0,"rising"
"Sam Laird","Entertainment",-0.0588286713286713,0.498776223776224,"56baabc812d2cd06c3000104",126,11,90,0,4,4,25,"2016-02-10T03:17:18+00:00",966,14,0.278787878787879,0.384848484848485,"new"
"Hillary Busis","Entertainment",0.0633126580707226,0.457393248925507,"56bf371cb589e44268000642",1022,15,91,3,8,3,1,"2016-02-13T14:00:53+00:00",1200,11,0.0666666666666667,0.433333333333333,"rising"
"Gillian Edevane","Entertainment",-0.0315789473684211,0.364473684210526,"56bc1c5a12d2cd5b6f000297",296,13,94,0,6,1,1,"2016-02-11T05:29:46+00:00",971,13,-0.116666666666667,0.591666666666667,"new"
"Ariel Bogle","World",0.127617928048963,0.319228616211375,"56cd54b497b2f87aba000003",668,13,95,0,4,2,0,"2016-02-24T06:58:37+00:00",1100,0,0.0681818181818182,0.227272727272727,"new"
"Saba Hamedy","Entertainment",0.0337121212121212,0.133333333333333,"56c370fc97b2f808090008c3",159,10,97,0,10,1,1,"2016-02-16T18:56:57+00:00",811,8,0,0.1,"new"
"Nicole Gallucci","Watercooler",0.19625,0.57375,"56c5db3e97b2f854370008d4",156,11,98,0,8,8,1,"2016-02-18T14:54:25+00:00",610,6,0,0,"new"
"Chris Grasinger","World",0.2,0.55,"56ccef57b589e47daf00011e",40,10,86,0,8,0,1,"2016-02-23T23:46:20+00:00",670,0,0,0,"new"
"Proma Khosla","Entertainment",0.213461538461538,0.572435897435898,"56b8dec5b589e472db000004",194,17,94,0,10,1,1,"2016-02-08T18:30:18+00:00",421,16,0.8,0.9,"new"
"Adam Rosenberg","Entertainment",0.229640151515152,0.39417735042735,"56cb73f9b589e45a8800021e",244,12,93,0,7,2,0,"2016-02-22T20:47:23+00:00",514,2,0,0.75,"rising"
"Davina Merchant","Entertainment",0.0507239057239057,0.328863636363636,"56c1d56497b2f8124b0013f4",153,11,96,0,7,8,1,"2016-02-15T13:40:25+00:00",1500,9,0.145454545454545,0.518181818181818,"hot"
"Marcus Gilmer","World",0.173833333333333,0.471166666666667,"56ca54d512d2cd2b4c000a5a",168,7,98,0,9,8,1,"2016-02-22T00:22:33+00:00",2500,2,0,0,"hot"
"Johnny Lieu","Watercooler",0.0227205387205387,0.368895622895623,"56bbc7c5b589e441910001f1",173,10,101,0,8,8,0,"2016-02-10T23:29:00+00:00",982,13,0,0,"rising"
"Ryan Katon","Lifestyle",0.184444444444444,0.4725,"56c07a9012d2cd6bae000815",117,11,98,0,9,8,1,"2016-02-14T13:00:42+00:00",581,10,0.2,0.2,"new"
"Hillary Busis","Entertainment",0.300221417926336,0.372502306436733,"56c27294b05f9d246500000b",585,6,92,0,8,1,0,"2016-02-16T00:39:19+00:00",954,8,0,0,"hot"
"Yohana Desta","Entertainment",0.0121590909090909,0.362137445887446,"56bb9abc12d2cd5b6f00000b",128,14,98,0,8,9,1,"2016-02-10T20:16:39+00:00",346,14,0.0662878787878788,0.255681818181818,"new"
"Jonathan Keshishoglou","Watercooler",0.214206349206349,0.548269841269841,"56c4bebcb05f9d253d000373",258,9,91,3,5,1,0,"2016-02-17T18:40:56+00:00",1200,7,-0.0185185185185185,0.562962962962963,"rising"
"Chris Grasinger","Watercooler",-0.014949494949495,0.486464646464646,"56cb8e7c97b2f80a8c000396",41,9,85,0,9,0,1,"2016-02-22T22:40:43+00:00",1300,1,0.35,0.65,"rising"
"Tim Chester","Entertainment",0.0578525641025641,0.643269230769231,"56c459f4b05f9d253d000241",320,14,109,0,8,2,0,"2016-02-17T11:30:34+00:00",2500,7,0,0,"hot"
"Emily Blake","Entertainment",0.156452922077922,0.50208183020683,"56cd1923b589e47265000002",499,11,90,0,5,2,0,"2016-02-24T02:44:34+00:00",618,0,0.6,1,"new"
"Brittany Levine Beckman","Business",0.0508167220376523,0.406413805832411,"56c9410897b2f879950001ee",688,11,93,3,5,1,0,"2016-02-21T04:45:53+00:00",3400,3,0,0,"hot"
"Alicia Tan","Watercooler",0.0399255651755652,0.440599326599327,"56c2eaddb589e47f360002a8",319,11,95,2,10,1,1,"2016-02-16T09:24:35+00:00",1100,8,0.136363636363636,0.454545454545455,"rising"
"The Associated Press","World",0.064367816091954,0.493007662835249,"56c618ce97b2f85437000b27",471,11,91,0,6,1,0,"2016-02-18T19:17:12+00:00",667,6,0,1,"new"
"Raymond Wong","Tech",0.229176988977409,0.532004862551081,"56c5ce8612d2cd1d1a0003d0",1334,15,99,7,9,5,1,"2016-02-18T14:00:35+00:00",872,6,-0.25,0.25,"new"
"Jessica Plautz","Lifestyle",0.277590266875981,0.52089220303506,"56c7142897b2f80254000045",986,9,90,8,4,1,0,"2016-02-19T13:10:00+00:00",5800,5,0,0,"rising"
"Tricia Gilbride","Watercooler",0.325,0.694444444444445,"56bcb9ed12d2cd5b6f00059f",165,15,99,0,10,3,0,"2016-02-11T16:42:17+00:00",967,13,0.35,0.45,"new"
"Ariel Bogle","Tech",0.0229121572871573,0.38146645021645,"56cba2e012d2cd276f0001b2",412,12,94,0,6,3,0,"2016-02-23T00:07:54+00:00",1100,1,-0.6,0.7,"rising"
"Alex Arbuckle","World",0.376623376623377,0.622077922077922,"56c8395b97b2f86eae00002a",89,13,21,46,7,12,0,"2016-02-20T10:00:49+00:00",1533,4,0,0,"rising"
"Heather Dockray","Watercooler",0.112797619047619,0.434495464852608,"56c5fd0197b2f85437000aa5",312,10,102,2,9,1,0,"2016-02-18T17:18:48+00:00",3200,6,0,0,"hot"
"Laura Vitto","Watercooler",0.439404761904762,0.587738095238095,"56bcbe4697b2f866df0007d4",90,7,108,11,6,2,0,"2016-02-11T17:00:53+00:00",566,13,0,0,"new"
"Emily Cahn","World",0.0202849927849928,0.382669552669553,"56c640e412d2cd1d1a0005fd",397,11,93,0,5,1,0,"2016-02-18T22:08:14+00:00",1300,5,0,0.65,"hot"
"Alicia Tan","Entertainment",0.219187062937063,0.316200466200466,"56baf22512d2cd06c300039e",335,10,94,0,8,1,0,"2016-02-10T08:17:32+00:00",771,14,-0.15,0.15,"rising"
"Dustin Drankoski","World",0.141666666666667,0.333333333333333,"56c2edef12d2cd21df000146",120,13,90,7,7,1,0,"2016-02-16T09:37:32+00:00",1800,8,0.136363636363636,0.454545454545455,"hot"
"Sonam Joshi","Watercooler",0.0076467803030303,0.552806308275058,"56cc2d6497b2f80a8c00085b",427,15,93,1,10,1,0,"2016-02-23T09:58:38+00:00",975,1,-0.0333333333333333,0.583333333333333,"rising"
"Cailey Rizzo","Lifestyle",0.0492192760942761,0.322150673400673,"56ba286c97b2f86f61000001",266,14,95,0,4,2,0,"2016-02-09T17:56:11+00:00",890,15,0.133333333333333,0.5,"new"
"Alicia Tan","Watercooler",-0.015,0.501363636363636,"56cd6d8cb589e44060000009",125,11,93,0,3,8,1,"2016-02-24T08:44:37+00:00",480,0,0,0,"new"
"Andrew Freedman","World",0.104941460055096,0.392441460055096,"56c61834b589e46e30000983",682,11,95,1,7,2,0,"2016-02-18T19:14:18+00:00",1100,6,0.25,0.333333333333333,"rising"
"Alisa Stern","Watercooler",0.241666666666667,0.621428571428571,"56bf290812d2cd6bae000122",37,12,86,0,10,0,1,"2016-02-13T13:00:55+00:00",1100,11,0,0,"new"
"Kelly Diamond","Watercooler",0.0903044994221465,0.566876641876642,"56bb9e6797b2f866df00001f",519,14,103,11,6,1,0,"2016-02-10T20:32:13+00:00",1700,14,-0.55,0.95,"hot"
"Kelly Diamond","Watercooler",0.125757575757576,0.392592592592593,"56c6784397b2f85437000c1d",81,10,88,9,6,1,0,"2016-02-19T02:04:32+00:00",1500,5,0,0,"hot"
"Colin  Daileda","World",-0.0555934343434344,0.370082070707071,"56bd29c712d2cd66220000ca",335,13,100,1,9,1,0,"2016-02-12T00:39:26+00:00",1200,12,-0.181818181818182,0.727272727272727,"rising"
"Christina Warren","Entertainment",0.216532976827094,0.520142602495544,"56be37c3b589e4455400063e",309,11,98,0,10,3,0,"2016-02-12T19:51:19+00:00",1100,12,0.25,0.333333333333333,"rising"
"Jason Abbruzzese","Business",0.160422740524781,0.404340783932621,"56c753dab589e443fb00002e",654,11,95,1,3,2,0,"2016-02-19T17:40:12+00:00",10800,5,0.4,0.75,"hot"
"Climate Central","World",0.115753409949838,0.37501782278568,"56c4d42a97b2f8543700000e",929,13,102,0,9,0,0,"2016-02-17T20:12:12+00:00",690,7,0,0,"new"
"David Yi","Lifestyle",0.172539470333588,0.521295588942648,"56bd4240b05f9d26a700000c",495,10,97,2,8,1,0,"2016-02-12T02:23:14+00:00",1000,12,-0.166666666666667,0.433333333333333,"rising"
"Christopher Miller","World",0.0476190476190476,0.401785714285714,"56be127212d2cd6f8f000443",538,12,95,1,6,2,0,"2016-02-12T17:11:59+00:00",788,12,0.2,0.4,"new"
"Mashable Video","World",-0.133333333333333,0.455059523809524,"56c4f4b4b05f9d6e7100008f",85,8,87,0,10,0,1,"2016-02-17T22:31:11+00:00",2100,6,-0.166666666666667,0.433333333333333,"hot"
"Cameron Joseph","World",0.090510878010878,0.391909479409479,"56b92423b589e477ec000020",336,6,92,0,7,1,0,"2016-02-08T23:26:10+00:00",506,15,0,0,"new"
"Nicole Gallucci","Watercooler",0.0970643939393939,0.462784090909091,"56c4eb7712d2cd1d1a000121",152,14,94,0,7,1,0,"2016-02-17T21:51:49+00:00",467,6,-0.025,0.475,"new"
"Ariel Bogle","World",0.0776170798898072,0.383080808080808,"56ca72ccb589e47a2d000a63",604,12,113,0,6,5,0,"2016-02-22T02:30:27+00:00",464,2,0,0,"new"
"Nick Jaynes","Tech",0.221275613275613,0.493746753246753,"56bd11a912d2cd6622000082",406,12,90,3,6,1,0,"2016-02-11T22:56:23+00:00",1200,12,0,0,"rising"
