,comp_name,comp_overall_link,sal_d,sal_hr,sal_m,sal_max,sal_min,sal_wk,sal_yr
208,SeatGeek,http://www.indeed.com/cmp/Seatgeek,0.0,0.0,0.0,120000.0,70000.0,0.0,95000.0
209,Department of the Interior,http://www.indeed.com/cmp/Department-of-the-Interior,0.0,0.0,0.0,81706.0,62850.0,0.0,72278.0
210,Boomerang Commerce,http://www.indeed.com/cmp/Boomerang-Commerce,0.0,8.5,0.0,0.0,0.0,0.0,0.0
211,NationalTechJobs,http://www.indeed.com/cmp/Nationaltechjobs,0.0,55.0,0.0,0.0,0.0,0.0,0.0
212,City of New York,http://www.indeed.com/cmp/City-of-New-York,0.0,0.0,0.0,73837.0,52699.0,0.0,63268.0
213,University of Idaho,http://www.indeed.com/cmp/University-of-Idaho,0.0,0.0,0.0,47438.0,37451.0,0.0,42444.0
214,Brooks Rehabilitation,http://www.indeed.com/cmp/Brooks-Rehabilitation,0.0,0.0,0.0,0.0,0.0,0.0,117500.0
215,"Antech Systems, Inc.","http://www.indeed.com/cmp/Antech-Systems,-Inc.",0.0,0.0,0.0,95000.0,90000.0,0.0,92500.0
216,OnX Enterprise Solutions,http://www.indeed.com/cmp/Onx-Enterprise-Solutions,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
217,Eka finance,http://www.indeed.com/cmp/Eka-Finance,0.0,0.0,0.0,0.0,0.0,0.0,120000.0
218,ZenDrive,http://www.indeed.com/cmp/Zendrive,0.0,0.0,0.0,123055.0,97524.0,0.0,109548.0
219,Modis,http://www.indeed.com/cmp/Modis,0.0,92.2,0.0,117257.0,98078.0,0.0,107239.0
220,Providence Partners & Associates,http://www.indeed.com/cmp/Providence-Partners-&-Associates,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
221,Tessella,http://www.indeed.com/cmp/Tessella,0.0,0.0,0.0,100327.0,61509.0,0.0,78556.0
222,Veredus Corporation,http://www.indeed.com/cmp/Veredus-Corporation,0.0,63.81,0.0,166284.0,115513.0,0.0,138593.0
223,Brooksource,http://www.indeed.com/cmp/Brooksource,0.0,0.0,0.0,176257.0,125424.0,0.0,148684.0
224,Endemic,http://www.indeed.com/cmp/Endemic,0.0,0.0,0.0,0.0,0.0,0.0,85000.0
225,Aerotek,http://www.indeed.com/cmp/Aerotek,0.0,44.72,0.0,0.0,0.0,0.0,165000.0
226,"AURIONPRO SOLUTIONS, INC","http://www.indeed.com/cmp/Aurionpro-Solutions,-Inc",0.0,0.0,0.0,150717.0,144310.0,0.0,147479.0
227,Techpeople,http://www.indeed.com/cmp/Techpeople,0.0,82.16,0.0,0.0,0.0,0.0,0.0
228,Cyient,http://www.indeed.com/cmp/Cyient,0.0,30.0,0.0,0.0,0.0,0.0,0.0
229,Nextgen Technologies Inc,http://www.indeed.com/cmp/Nextgen-Technologies-Inc,0.0,55.0,0.0,0.0,0.0,0.0,0.0
230,405labs Inc.,http://www.indeed.com/cmp/405labs-Inc.,0.0,0.0,0.0,0.0,0.0,0.0,90000.0
231,Patheon,http://www.indeed.com/cmp/Patheon,0.0,0.0,0.0,0.0,0.0,0.0,70000.0
232,BIGCODE,http://www.indeed.com/cmp/Bigcode,0.0,60.0,0.0,0.0,0.0,0.0,0.0
233,Plum Placements Inc.,http://www.indeed.com/cmp/Plum-Placements-Inc.,0.0,0.0,0.0,133773.0,65826.0,0.0,93839.0
234,Contently,http://www.indeed.com/cmp/Contently,0.0,0.0,0.0,129700.0,91589.0,0.0,108991.0
235,"New Directions, IT Consulting & Staffing","http://www.indeed.com/cmp/New-Directions,-IT-Consulting-&-Staffing",0.0,0.0,0.0,113901.0,82111.0,0.0,96708.0
236,Eka finance,http://www.indeed.com/cmp/Eka-Finance,0.0,0.0,0.0,0.0,0.0,0.0,120000.0
237,"The Hagan-Ricci Group, Inc.","http://www.indeed.com/cmp/The-Hagan--ricci-Group,-Inc.",0.0,0.0,0.0,266014.0,141523.0,0.0,194028.0
238,"Lodestar Consulting, LLC","http://www.indeed.com/cmp/Lodestar-Consulting,-LLC",0.0,0.0,0.0,184582.0,146286.0,0.0,164322.0
239,Veredus Corporation,http://www.indeed.com/cmp/Veredus-Corporation,0.0,63.81,0.0,166284.0,115513.0,0.0,138593.0
240,Pixability,http://www.indeed.com/cmp/Pixability,0.0,0.0,0.0,84805.0,47301.0,0.0,63335.0
241,THEMESOFT,http://www.indeed.com/cmp/Themesoft,0.0,60.0,0.0,0.0,0.0,0.0,0.0
242,Central Intelligence Agency,http://www.indeed.com/cmp/Central-Intelligence-Agency,0.0,0.0,0.0,151444.0,57927.0,0.0,93663.0
243,Providence Partners,http://www.indeed.com/cmp/Providence-Partners,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
244,"Vaco, LLC","http://www.indeed.com/cmp/Vaco,-LLC",83.0,0.0,0.0,0.0,0.0,0.0,0.0
245,KirkSearch,http://www.indeed.com/cmp/Kirksearch,0.0,0.0,0.0,176817.0,139067.0,0.0,156810.0
246,Harvey Nash,http://www.indeed.com/cmp/Harvey-Nash,0.0,0.0,0.0,213759.0,97419.0,0.0,144306.0
247,Grand Rounds,http://www.indeed.com/cmp/Grand-Rounds,0.0,0.0,0.0,186983.0,94112.0,0.0,132655.0
248,"Next Level Business Services, Inc.","http://www.indeed.com/cmp/Next-Level-Business-Services,-Inc.",130.0,0.0,0.0,0.0,0.0,0.0,170000.0
249,Endemic,http://www.indeed.com/cmp/Endemic,0.0,0.0,0.0,0.0,0.0,0.0,85000.0
250,Talent Hunt Group,http://www.indeed.com/cmp/Talent-Hunt-Group,0.0,0.0,0.0,0.0,0.0,0.0,200000.0
251,University of Kentucky,http://www.indeed.com/cmp/University-of-Kentucky,0.0,0.0,0.0,89989.0,57660.0,0.0,72033.0
252,ARROWCORE GROUP,http://www.indeed.com/cmp/Arrowcore-Group,0.0,0.0,0.0,0.0,0.0,0.0,165000.0
253,The Intersect Group,http://www.indeed.com/cmp/The-Intersect-Group,0.0,0.0,0.0,189644.0,75273.0,0.0,119478.0
254,Preferred Resources,http://www.indeed.com/cmp/Preferred-Resources,0.0,0.0,0.0,112262.0,93088.0,0.0,102227.0
255,www.vasco-systems.com/,http://www.indeed.com/cmp/Www.vasco--systems.com-1,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
256,Futures Group IT,http://www.indeed.com/cmp/Futures-Group-IT,0.0,0.0,0.0,236979.0,142646.0,0.0,183859.0
257,Liberty Mutual,http://www.indeed.com/cmp/Liberty-Mutual,0.0,0.0,0.0,163515.0,88184.0,0.0,120081.0
258,Systemsamerica,http://www.indeed.com/cmp/Systemsamerica,0.0,61.62,0.0,0.0,0.0,0.0,0.0
259,21,http://www.indeed.com/cmp/21,0.0,0.0,0.0,157986.0,95097.0,0.0,122573.0
260,National Science Foundation,http://www.indeed.com/cmp/National-Science-Foundation,0.0,0.0,0.0,122325.0,87688.0,0.0,103569.0
261,OPTOMI LLC,http://www.indeed.com/cmp/Optomi-LLC,0.0,60.0,0.0,0.0,0.0,0.0,120000.0
262,"Accelerated Innovators Inc,","http://www.indeed.com/cmp/Accelerated-Innovators-Inc,",0.0,0.0,0.0,0.0,0.0,0.0,80000.0
263,"Itech US, Inc.","http://www.indeed.com/cmp/Itech-Us,-Inc.",0.0,0.0,0.0,151035.0,88818.0,0.0,115822.0
264,ACT 1,http://www.indeed.com/cmp/Act-1,0.0,53.0,0.0,0.0,0.0,0.0,0.0
265,Patreon,http://www.indeed.com/cmp/Patreon,0.0,0.0,0.0,121472.0,108668.0,0.0,114891.0
266,"Futures Group IT, llc","http://www.indeed.com/cmp/Futures-Group-It,-LLC",0.0,0.0,0.0,236979.0,142646.0,0.0,183859.0
267,LaBine and Associates,http://www.indeed.com/cmp/Labine-and-Associates,0.0,0.0,0.0,0.0,0.0,0.0,155000.0
268,Emerald Resource Group,http://www.indeed.com/cmp/Emerald-Resource-Group,0.0,0.0,0.0,126353.0,107285.0,0.0,116429.0
269,National Security Agency,http://www.indeed.com/cmp/National-Security-Agency,0.0,0.0,0.0,145180.0,99594.0,0.0,120246.0
270,"Lodestar Consulting, LLC","http://www.indeed.com/cmp/Lodestar-Consulting,-LLC",0.0,0.0,0.0,184582.0,146286.0,0.0,164322.0
271,Orbital Insight,http://www.indeed.com/cmp/Orbital-Insight,0.0,0.0,0.0,157986.0,95097.0,0.0,122573.0
272,Radley James,http://www.indeed.com/cmp/Radley-James,0.0,0.0,0.0,242796.0,142374.0,0.0,185924.0
273,Tessella,http://www.indeed.com/cmp/Tessella,0.0,0.0,0.0,100327.0,61509.0,0.0,78556.0
274,Modis,http://www.indeed.com/cmp/Modis,0.0,92.2,0.0,117257.0,98078.0,0.0,107239.0
275,GKS Associates,http://www.indeed.com/cmp/Gks-Associates,0.0,50.0,0.0,0.0,0.0,0.0,0.0
276,Pinnacle Partners,http://www.indeed.com/cmp/Pinnacle-Partners,0.0,0.0,0.0,162500.0,150000.0,0.0,156250.0
277,Gambit Technologies,http://www.indeed.com/cmp/Gambit-Technologies,0.0,0.0,0.0,0.0,0.0,0.0,160000.0
278,Michael Resource Group LLC,http://www.indeed.com/cmp/Michael-Resource-Group-LLC,0.0,0.0,0.0,0.0,0.0,0.0,210000.0
279,Amazon.com,http://www.indeed.com/cmp/Amazon.com,0.0,0.0,0.0,0.0,0.0,0.0,140000.0
280,Asquare.com,http://www.indeed.com/cmp/Asquare.com,73.0,75.0,0.0,0.0,0.0,0.0,0.0
281,Paradigm Infotech,http://www.indeed.com/cmp/Paradigm-Infotech,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
282,"David Hite Executive Recruiting, LLC","http://www.indeed.com/cmp/David-Hite-Executive-Recruiting,-LLC",0.0,0.0,0.0,0.0,0.0,0.0,150000.0
283,Datanyze,http://www.indeed.com/cmp/Datanyze,0.0,0.0,0.0,140000.0,80000.0,0.0,110000.0
284,Acro Service Corporation,http://www.indeed.com/cmp/Acro-Service-Corporation,0.0,49.5,0.0,0.0,0.0,0.0,0.0
285,Eagle Technical Staffing,http://www.indeed.com/cmp/Eagle-Technical-Staffing,0.0,0.0,0.0,70000.0,65000.0,0.0,67500.0
286,"Promantus, Inc","http://www.indeed.com/cmp/Promantus,-Inc",0.0,0.0,0.0,0.0,0.0,0.0,80000.0
287,MATRIX Resources,http://www.indeed.com/cmp/Matrix-Resources,0.0,0.0,0.0,0.0,0.0,0.0,95000.0
288,Impact Business Group,http://www.indeed.com/cmp/Impact-Business-Group,0.0,0.0,0.0,0.0,0.0,0.0,105000.0
289,Analytics,http://www.indeed.com/cmp/Analytics,0.0,0.0,0.0,125000.0,80000.0,0.0,102500.0
290,Carewise Health,http://www.indeed.com/cmp/Carewise-Health,0.0,0.0,0.0,150000.0,100000.0,0.0,125000.0
291,Synergis,http://www.indeed.com/cmp/Synergis,0.0,0.0,0.0,0.0,0.0,0.0,80000.0
292,Sense360,http://www.indeed.com/cmp/Sense360,0.0,0.0,2500.0,0.0,0.0,0.0,0.0
293,Sigma-Aldrich,http://www.indeed.com/cmp/Sigma--aldrich,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
294,3P Technology Staffing LLC,http://www.indeed.com/cmp/3p-Technology-Staffing-LLC,0.0,0.0,0.0,0.0,0.0,0.0,90000.0
295,CountR,http://www.indeed.com/cmp/Countr,95.0,0.0,0.0,0.0,0.0,0.0,0.0
296,"Right-On Hire, LLC","http://www.indeed.com/cmp/Right--on-Hire,-LLC",0.0,0.0,0.0,126357.0,67223.0,0.0,92164.0
297,SoNoted,http://www.indeed.com/cmp/Sonoted,0.0,82.46,0.0,0.0,0.0,0.0,0.0
298,TRIAD Group,http://www.indeed.com/cmp/Triad-Group,0.0,84.85,0.0,0.0,0.0,0.0,0.0
299,Brightwing,http://www.indeed.com/cmp/Brightwing,0.0,47.43,0.0,0.0,0.0,0.0,0.0
300,3coast,http://www.indeed.com/cmp/3coast,0.0,0.0,0.0,183775.0,151821.0,0.0,167036.0
301,Vurb,http://www.indeed.com/cmp/Vurb,0.0,0.0,0.0,157986.0,95097.0,0.0,122573.0
302,Exponent,http://www.indeed.com/cmp/Exponent,0.0,0.0,0.0,0.0,0.0,0.0,105000.0
303,XLSolutions,http://www.indeed.com/cmp/Xlsolutions,0.0,105.0,0.0,0.0,0.0,0.0,0.0
304,"Health Diagnostic Laboratory, Inc","http://www.indeed.com/cmp/Health-Diagnostic-Laboratory,-Inc",0.0,0.0,0.0,0.0,0.0,0.0,77000.0
305,Data Scientist - Entry Level,http://www.indeed.com/cmp/Data-Scientist---Entry-Level,0.0,0.0,0.0,86714.0,62738.0,0.0,73758.0
306,Ginas Tech Jobs,http://www.indeed.com/cmp/Ginas-Tech-Jobs,0.0,0.0,0.0,126389.0,76078.0,0.0,98058.0
307,Elevano,http://www.indeed.com/cmp/Elevano,0.0,0.0,0.0,138010.0,75600.0,0.0,102145.0
308,Miracle,http://www.indeed.com/cmp/Miracle,0.0,0.0,0.0,91491.0,78697.0,0.0,84853.0
309,Swoon Technology,http://www.indeed.com/cmp/Swoon-Technology,0.0,0.0,0.0,0.0,0.0,0.0,70000.0
310,BLT Recruiting,http://www.indeed.com/cmp/Blt-Recruiting,125.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Kamis,http://www.indeed.com/cmp/Kamis,0.0,0.0,0.0,0.0,0.0,0.0,155000.0
312,People Pattern,http://www.indeed.com/cmp/People-Pattern,0.0,0.0,0.0,0.0,0.0,0.0,135000.0
313,Mission Health System,http://www.indeed.com/cmp/Mission-Health-System,0.0,0.0,0.0,170196.0,74068.0,0.0,112277.0
314,Point to Point Consulting,http://www.indeed.com/cmp/Point-to-Point-Consulting,0.0,0.0,0.0,0.0,0.0,0.0,145000.0
315,BCBSKS,http://www.indeed.com/cmp/Bcbsks,0.0,0.0,0.0,0.0,0.0,0.0,73630.0
316,DEPT OF INFO TECH & TELECOMM,http://www.indeed.com/cmp/Dept-of-Info-Tech-&-Telecomm,0.0,0.0,0.0,73837.0,52699.0,0.0,63268.0
317,IHS Global (Malaysia) Sdn Bhd,http://www.indeed.com/cmp/Ihs-Global-(malaysia)-Sdn-Bhd,0.0,0.0,0.0,0.0,0.0,0.0,75000.0
318,Lucas Group,http://www.indeed.com/cmp/Lucas-Group,0.0,0.0,0.0,0.0,0.0,0.0,120000.0
319,ArgoSight,http://www.indeed.com/cmp/Argosight,0.0,0.0,0.0,150000.0,80000.0,0.0,115000.0
320,Systemsamerica,http://www.indeed.com/cmp/Systemsamerica,0.0,62.5,0.0,0.0,0.0,0.0,0.0
321,GCS,http://www.indeed.com/cmp/Gcs,0.0,0.0,0.0,170000.0,110000.0,0.0,140000.0
322,SimplePart,http://www.indeed.com/cmp/Simplepart,0.0,0.0,0.0,50000.0,40000.0,0.0,45000.0
323,Startekk,http://www.indeed.com/cmp/Startekk,0.0,62.5,0.0,0.0,0.0,0.0,0.0
324,Data Sciences Gobal,http://www.indeed.com/cmp/Data-Sciences-Gobal,0.0,60.0,0.0,0.0,0.0,0.0,0.0
325,Odesus,http://www.indeed.com/cmp/Odesus,0.0,85.0,0.0,0.0,0.0,0.0,100000.0
326,"Max Populi, LLC.","http://www.indeed.com/cmp/Max-Populi,-Llc.",0.0,0.0,0.0,200000.0,180000.0,0.0,190000.0
327,Orbital Insight,http://www.indeed.com/cmp/Orbital-Insight,0.0,0.0,0.0,150000.0,100000.0,0.0,125000.0
328,Global Management Resources Corp,http://www.indeed.com/cmp/Global-Management-Resources-Corp,0.0,0.0,0.0,170000.0,140000.0,0.0,155000.0
329,Networking People,http://www.indeed.com/cmp/Networking-People,0.0,0.0,0.0,0.0,0.0,0.0,90000.0
330,Dataline,http://www.indeed.com/cmp/Dataline,0.0,0.0,0.0,0.0,0.0,0.0,125000.0
331,"Next Level Business Services, Inc.","http://www.indeed.com/cmp/Next-Level-Business-Services,-Inc.",130.0,0.0,0.0,0.0,0.0,0.0,170000.0
332,Tessella Inc.,http://www.indeed.com/cmp/Tessella-Inc.,0.0,0.0,0.0,100000.0,60000.0,0.0,80000.0
333,"Central Business Solutions, Inc.","http://www.indeed.com/cmp/Central-Business-Solutions,-Inc.",0.0,0.0,0.0,0.0,0.0,0.0,225000.0
334,Endemic,http://www.indeed.com/cmp/Endemic,0.0,0.0,0.0,0.0,0.0,0.0,85000.0
335,Nielsen Associates,http://www.indeed.com/cmp/Nielsen-Associates,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
336,Mainz Brady Group,http://www.indeed.com/cmp/Mainz-Brady-Group,75.0,0.0,0.0,0.0,0.0,0.0,0.0
337,Point to Point Consulting,http://www.indeed.com/cmp/Point-to-Point-Consulting,0.0,0.0,0.0,0.0,0.0,0.0,145000.0
338,XLSolutions,http://www.indeed.com/cmp/Xlsolutions,0.0,105.0,0.0,0.0,0.0,0.0,0.0
339,GTechNY,http://www.indeed.com/cmp/Gtechny,0.0,0.0,0.0,189583.0,114117.0,0.0,147087.0
340,"Central Business Solutions,Inc","http://www.indeed.com/cmp/Central-Business-Solutions,inc",0.0,55.0,0.0,0.0,0.0,0.0,0.0
341,Technical Connections,http://www.indeed.com/cmp/Technical-Connections,0.0,0.0,0.0,0.0,0.0,0.0,165000.0
342,Techead,http://www.indeed.com/cmp/Techead,0.0,0.0,0.0,0.0,0.0,0.0,125000.0
343,Groupon,http://www.indeed.com/cmp/Groupon,0.0,0.0,0.0,0.0,0.0,0.0,185000.0
344,Nityo Infotech Services Pvt. Ltd.,http://www.indeed.com/cmp/Nityo-Infotech-Services-Pvt.-Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,110000.0
345,Insource Performance Solutions,http://www.indeed.com/cmp/Insource-Performance-Solutions,0.0,0.0,0.0,131467.0,118661.0,0.0,124900.0
346,"Scottrade, Inc","http://www.indeed.com/cmp/Scottrade,-Inc",0.0,0.0,0.0,0.0,0.0,0.0,115000.0
347,DynCorp International Inc,http://www.indeed.com/cmp/Dyncorp-International-Inc,0.0,0.0,0.0,0.0,0.0,0.0,90000.0
348,WinWire Technologies,http://www.indeed.com/cmp/Winwire-Technologies,0.0,0.0,0.0,0.0,0.0,0.0,110000.0
349,Swoon Technology,http://www.indeed.com/cmp/Swoon-Technology,0.0,0.0,0.0,0.0,0.0,0.0,70000.0
350,Blue Ocean Ventures,http://www.indeed.com/cmp/Blue-Ocean-Ventures,0.0,0.0,0.0,164619.0,126367.0,0.0,144230.0
351,Redbrick Health,http://www.indeed.com/cmp/Redbrick-Health,0.0,0.0,0.0,92291.0,73143.0,0.0,82161.0
352,Philips Research,http://www.indeed.com/cmp/Philips-Research,0.0,0.0,0.0,0.0,0.0,0.0,110000.0
353,Tommy John,http://www.indeed.com/cmp/Tommy-John,0.0,0.0,0.0,0.0,0.0,0.0,115000.0
354,"OUTSOURCE Consulting Services, Inc.","http://www.indeed.com/cmp/Outsource-Consulting-Services,-Inc.",0.0,62.05,0.0,0.0,0.0,0.0,0.0
355,InSite Search,http://www.indeed.com/cmp/Insite-Search,149.0,0.0,0.0,0.0,0.0,0.0,0.0
356,SanDisk,http://www.indeed.com/cmp/Sandisk,0.0,0.0,0.0,0.0,0.0,0.0,250000.0
357,Staffmark,http://www.indeed.com/cmp/Staffmark,0.0,0.0,0.0,80000.0,55000.0,0.0,67500.0
358,Tescra Software Pvt. Ltd,http://www.indeed.com/cmp/Tescra-Software-Pvt.-Ltd,0.0,0.0,0.0,180000.0,140000.0,0.0,160000.0
359,EdgeRock Technologies,http://www.indeed.com/cmp/Edgerock-Technologies,75.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Piper Companies,http://www.indeed.com/cmp/Piper-Companies,0.0,0.0,0.0,240000.0,150000.0,0.0,195000.0
361,Swoon Technology Resources LLC,http://www.indeed.com/cmp/Swoon-Technology-Resources-LLC,0.0,0.0,0.0,0.0,0.0,0.0,70000.0
362,USM Business Systems,http://www.indeed.com/cmp/Usm-Business-Systems,0.0,57.5,0.0,0.0,0.0,0.0,0.0
363,"Donahue & Moore Associates, LTD.","http://www.indeed.com/cmp/Donahue-&-Moore-Associates,-Ltd.",0.0,0.0,0.0,0.0,0.0,0.0,150000.0
364,IT MNC,http://www.indeed.com/cmp/IT-Mnc,0.0,60.0,0.0,0.0,0.0,0.0,0.0
365,Ethan Alexander Group,http://www.indeed.com/cmp/Ethan-Alexander-Group,0.0,0.0,0.0,200000.0,150000.0,0.0,175000.0
366,Ed Wallach Search Group,http://www.indeed.com/cmp/Ed-Wallach-Search-Group,0.0,0.0,0.0,0.0,0.0,0.0,150000.0
367,Washington State Health Care Authority,http://www.indeed.com/cmp/Washington-State-Health-Care-Authority,0.0,0.0,0.0,112416.0,80304.0,0.0,96360.0
368,SimpleRelevance,http://www.indeed.com/cmp/Simplerelevance,0.0,0.0,0.0,150000.0,75000.0,0.0,112500.0
369,Bridge Noble,http://www.indeed.com/cmp/Bridge-Noble,0.0,0.0,0.0,140000.0,120000.0,0.0,130000.0
370,Elevano,http://www.indeed.com/cmp/Elevano,0.0,0.0,0.0,130000.0,80000.0,0.0,105000.0
371,Compunnel Software Group Inc.,http://www.indeed.com/cmp/Compunnel-Software-Group-Inc.,0.0,0.0,0.0,0.0,0.0,0.0,140000.0
372,"Anonymous, LLC","http://www.indeed.com/cmp/Anonymous,-LLC",0.0,0.0,10000.0,0.0,0.0,0.0,0.0
373,Tail Wind Technologies Corp.,http://www.indeed.com/cmp/Tail-Wind-Technologies-Corp.,0.0,75.0,0.0,0.0,0.0,0.0,0.0
374,Providence Partners & Associates,http://www.indeed.com/cmp/Providence-Partners-&-Associates,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
375,Idc Technologies Inc,http://www.indeed.com/cmp/Idc-Technologies-Inc,0.0,52.5,0.0,0.0,0.0,0.0,0.0
376,"CPS, Inc.","http://www.indeed.com/cmp/Cps,-Inc.",0.0,0.0,0.0,0.0,0.0,0.0,120000.0
377,"Roberts Recruiting, LLC","http://www.indeed.com/cmp/Roberts-Recruiting,-LLC",0.0,0.0,0.0,130000.0,90000.0,0.0,110000.0
378,FUELX,http://www.indeed.com/cmp/Fuelx,0.0,0.0,0.0,99000.0,80000.0,0.0,89500.0
379,ISPA Technology,http://www.indeed.com/cmp/Ispa-Technology,0.0,0.0,0.0,150000.0,125000.0,0.0,137500.0
380,Stefanini IT Solutions,http://www.indeed.com/cmp/Stefanini-IT-Solutions,0.0,30.0,0.0,0.0,0.0,0.0,0.0
381,Kabam,http://www.indeed.com/cmp/Kabam,0.0,0.0,0.0,0.0,0.0,0.0,250000.0
382,Samba TV,http://www.indeed.com/cmp/Samba-Tv,0.0,0.0,0.0,120000.0,80000.0,0.0,100000.0
383,"Vaco, LLC","http://www.indeed.com/cmp/Vaco,-LLC",83.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Technology Search International,http://www.indeed.com/cmp/Technology-Search-International,0.0,0.0,0.0,160000.0,80000.0,0.0,120000.0
385,KRG Technologies Inc,http://www.indeed.com/cmp/Krg-Technologies-Inc,0.0,70.0,0.0,0.0,0.0,0.0,0.0
386,Atlanta Regional Commission,http://www.indeed.com/cmp/Atlanta-Regional-Commission,0.0,0.0,0.0,82438.0,49182.0,0.0,65810.0
387,Quant Systems,http://www.indeed.com/cmp/Quant-Systems,0.0,65.0,0.0,0.0,0.0,0.0,0.0
388,American Red Cross,http://www.indeed.com/cmp/American-Red-Cross,0.0,0.0,0.0,0.0,0.0,0.0,70000.0
389,Institute for Life Science Entrepreneurship,http://www.indeed.com/cmp/Institute-For-Life-Science-Entrepreneurship,0.0,0.0,0.0,0.0,0.0,0.0,50000.0
390,"It Staffing, Inc.","http://www.indeed.com/cmp/IT-Staffing,-Inc.",0.0,0.0,0.0,0.0,0.0,0.0,200000.0
391,systems Tech Intl,http://www.indeed.com/cmp/Systems-Tech-Intl,0.0,0.0,0.0,200000.0,110000.0,0.0,155000.0
392,Kane Partners Staffing,http://www.indeed.com/cmp/Kane-Partners-Staffing,0.0,0.0,0.0,175000.0,100000.0,0.0,137500.0
393,Flexton Inc.,http://www.indeed.com/cmp/Flexton-Inc.,0.0,0.0,0.0,0.0,0.0,0.0,140000.0
394,Swoon Technology,http://www.indeed.com/cmp/Swoon-Technology,0.0,0.0,0.0,0.0,0.0,0.0,70000.0
395,Andisol Consulting,http://www.indeed.com/cmp/Andisol-Consulting,0.0,10.0,0.0,0.0,0.0,0.0,0.0
396,IDC Technologies,http://www.indeed.com/cmp/Idc-Technologies,0.0,60.0,0.0,0.0,0.0,0.0,0.0
397,Inventure,http://www.indeed.com/cmp/Inventure,0.0,0.0,0.0,90000.0,80000.0,0.0,85000.0
398,Coda Search,http://www.indeed.com/cmp/Coda-Search,0.0,0.0,0.0,0.0,0.0,0.0,135000.0
399,"Cybersearch, Ltd.","http://www.indeed.com/cmp/Cybersearch,-Ltd.",0.0,54.0,0.0,0.0,0.0,0.0,0.0
400,Department of Veterans Affairs,http://www.indeed.com/cmp/Department-of-Veterans-Affairs,0.0,0.0,0.0,89280.0,66420.0,0.0,77850.0
401,"Midwest Consulting Group, Inc.","http://www.indeed.com/cmp/Midwest-Consulting-Group,-Inc.",0.0,0.0,0.0,0.0,0.0,0.0,130000.0
402,"Consultnet, LLC","http://www.indeed.com/cmp/Consultnet,-LLC",0.0,0.0,0.0,140000.0,110000.0,0.0,125000.0
403,App Annie,http://www.indeed.com/cmp/App-Annie,0.0,0.0,0.0,160000.0,100000.0,0.0,130000.0
404,Jim Crumpley & Associates,http://www.indeed.com/cmp/Jim-Crumpley-&-Associates,0.0,0.0,0.0,120000.0,90000.0,0.0,105000.0
405,Venture Soft Global,http://www.indeed.com/cmp/Venture-Soft-Global,0.0,100.0,0.0,0.0,0.0,0.0,0.0
406,Kane Partners LLC,http://www.indeed.com/cmp/Kane-Partners-LLC,0.0,0.0,0.0,125000.0,75000.0,0.0,100000.0
407,CER Group NA,http://www.indeed.com/cmp/Cer-Group-Na,63.0,0.0,0.0,0.0,0.0,0.0,0.0
408,Nextgen Technologies Inc,http://www.indeed.com/cmp/Nextgen-Technologies-Inc,0.0,55.0,0.0,0.0,0.0,0.0,0.0
409,Oculus Search Partners LLC,http://www.indeed.com/cmp/Oculus-Search-Partners-LLC,0.0,0.0,0.0,0.0,0.0,0.0,175000.0
410,NPD,http://www.indeed.com/cmp/Npd,0.0,0.0,0.0,90000.0,70000.0,0.0,80000.0
411,Data Governance & Research Trinity Health Trinity Information Services - Livonia,http://www.indeed.com/cmp/Data-Governance-&-Research-Trinity-Health-Trinity-Information-Services---Livonia,0.0,0.0,0.0,100891.0,80690.0,0.0,90790.0
412,Advance Search,http://www.indeed.com/cmp/Advance-Search,0.0,0.0,0.0,150000.0,140000.0,0.0,145000.0
413,"Envision, LLC","http://www.indeed.com/cmp/Envision,-LLC",0.0,70.0,0.0,0.0,0.0,0.0,0.0
414,AGS International,http://www.indeed.com/cmp/Ags-International,0.0,0.0,0.0,0.0,0.0,0.0,200000.0
415,"PetaSecure, Inc.","http://www.indeed.com/cmp/Petasecure,-Inc.",0.0,0.0,0.0,180000.0,150000.0,0.0,165000.0
416,Kane Partners Staffing,http://www.indeed.com/cmp/Kane-Partners-Staffing,0.0,0.0,0.0,186983.0,94112.0,0.0,132655.0
417,Advancement Alternatives,http://www.indeed.com/cmp/Advancement-Alternatives,0.0,0.0,0.0,128866.0,97014.0,0.0,111812.0
418,KRG Technologies Inc,http://www.indeed.com/cmp/Krg-Technologies-Inc,0.0,70.0,0.0,0.0,0.0,0.0,0.0
419,NPD,http://www.indeed.com/cmp/Npd,0.0,0.0,0.0,93116.0,67674.0,0.0,79382.0
420,"Numeric, LLC","http://www.indeed.com/cmp/Numeric,-LLC",0.0,0.0,0.0,134687.0,96548.0,0.0,114034.0
