,Year,Link,Week Ending,Comdata,T-Chek Self-Serve,T-Chek Wholesale ,FullDate
247,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,8/1 - 8/5,3.78,3.918,3.186, 8/5/2011
248,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,8/8 - 8/12,3.711,3.858,3.035, 8/12/2011
249,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,8/15 - 8/19,3.677,3.841,3.097, 8/19/2011
250,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,8/22 - 8/26,3.661,3.826,3.12, 8/26/2011
251,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,8/29 - 9/2,3.697,3.869,3.203, 9/2/2011
252,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,9/5 - 9/9,3.718,3.885,3.183, 9/9/2011
253,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,9/12 - 9/16,3.692,3.863,3.111, 9/16/2011
254,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,9/19 - 9/23,3.668,3.846,3.089, 9/23/2011
255,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,9/26 - 9/30,3.62,3.797,3.015, 9/30/2011
256,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,10/3 - 10/7,3.585,3.739,2.952, 10/7/2011
257,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,10/10 - 10/14,3.608,3.762,3.083, 10/14/2011
258,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,10/17 - 10/21,3.677,3.846,3.176, 10/21/2011
259,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,10/24 - 10/28,3.706,3.868,3.219, 10/28/2011
260,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,10/31 - 11/4,3.751,3.926,3.217, 11/4/2011
261,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,11/7 - 11/11,3.786,3.954,3.324, 11/11/2011
262,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,11/14 - 11/18,3.868,4.027,3.313, 11/18/2011
263,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,11/21 - 11/25,3.827,3.993,3.148, 11/25/2011
264,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,11/28 - 12/2,3.794,3.939,3.109, 12/2/2011
265,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,12/5 - 12/9,3.748,3.904,3.059, 12/9/2011
266,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,12/12 - 12/16,3.692,3.841,2.949, 12/16/2011
267,2011.0,http://www.ttnews.com/fuel/comdata2011.htm,12/19 - 12/23,3.636,3.774,2.965, 12/23/2011
268,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,12/27 - 12/31,3.241,3.323,2.6, 12/31/2010
269,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,12/28 - 1/1/10,2.709,2.735,2.131, 1/1/2010
270,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,1/4 - 1/8,2.784,2.824,2.212, 1/8/2010
271,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,1/11 - 1/15,2.823,2.854,2.148, 1/15/2010
272,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,1/18 - 1/22,2.796,2.825,2.067, 1/22/2010
273,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,1/25 - 1/29,2.749,2.777,2.013, 1/29/2010
274,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,2/1 - 2/5,2.715,2.744,2.051, 2/5/2010
275,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,2/8 - 2/12,2.693,2.724,2.008, 2/12/2010
276,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,2/15 - 2/19,2.711,2.739,2.067, 2/19/2010
277,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,2/22 - 2/26,2.783,2.823,2.129, 2/26/2010
278,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,3/1 - 3/5,2.807,2.837,2.161, 3/5/2010
279,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,3/8 - 3/12,2.842,2.877,2.195, 3/12/2010
280,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,3/15 - 3/19,2.861,2.898,2.21, 3/19/2010
281,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,3/22 - 3/26,2.873,2.908,2.199, 3/26/2010
282,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,3/29 - 4/2,2.894,2.933,2.276, 4/2/2010
283,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,4/5 - 4/9,2.98,3.026,2.353, 4/9/2010
284,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,4/12 - 4/16,2.998,3.03,2.332, 4/16/2010
285,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,4/19 - 4/23,2.998,3.023,2.327, 4/23/2010
286,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,4/26 - 4/30,3.019,3.047,2.365, 4/30/2010
287,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,5/3 - 5/7,3.062,3.098,2.335, 5/7/2010
288,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,5/10 - 5/14,3.04,3.062,2.258, 5/14/2010
289,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,5/17 - 5/21,2.992,3.011,2.076, 5/21/2010
290,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,5/24 - 5/28,2.926,2.946,2.044, 5/28/2010
291,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,5/31 - 6/4,2.895,2.924,2.108, 6/4/2010
292,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,6/7 - 6/11,2.867,2.883,2.075, 6/11/2010
293,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,6/14 - 6/18,2.867,2.881,2.141, 6/18/2010
294,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,6/21 - 6/25,2.894,2.916,2.167, 6/25/2010
295,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,6/28 - 7/2,2.882,2.905,2.1, 7/2/2010
296,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,7/5 - 7/9,2.845,2.875,2.06, 7/9/2010
297,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,7/12 - 7/16,2.835,2.865,2.129, 7/16/2010
298,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,7/19 - 7/23,2.837,2.868,2.127, 7/23/2010
299,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,7/26 - 7/30,2.852,2.884,2.14, 7/30/2010
300,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,8/2 - 8/6,2.891,2.935,2.279, 8/6/2010
301,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,8/9 - 8/13,2.919,2.972,2.217, 8/13/2010
302,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,8/16 - 8/20,2.895,2.94,2.153, 8/20/2010
303,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,8/23 - 8/27,2.871,2.914,2.12, 8/27/2010
304,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,8/30 - 9/3,2.861,2.907,2.177, 9/3/2010
305,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,9/6 - 9/10,2.862,2.903,2.207, 9/10/2010
306,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,9/13 - 9/17,2.887,2.937,2.252, 9/17/2010
307,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,9/20 - 9/24,2.887,2.936,2.248, 9/24/2010
308,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,9/27 - 10/1,2.889,2.942,2.268, 10/1/2010
309,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,10/4 - 10/8,2.974,3.041,2.374, 10/8/2010
310,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,10/11 - 10/15,3.004,3.079,2.388, 10/15/2010
311,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,10/18 - 10/22,3.0,3.081,2.384, 10/22/2010
312,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,10/25 - 10/29,2.994,3.1,2.397, 10/29/2010
313,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,11/1 - 11/5,3.005,3.11,2.429, 11/5/2010
314,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,11/8 - 11/12,3.088,3.206,2.562, 11/12/2010
315,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,11/15 - 11/19,3.107,3.221,2.472, 11/19/2010
316,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,11/22 - 11/26,3.088,3.204,2.469, 11/26/2010
317,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,11/29 - 12/3,3.089,3.199,2.523, 12/3/2010
318,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,12/6 - 12/10,3.139,3.234,2.568, 12/10/2010
319,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,12/13 - 12/17,3.162,3.244,2.574, 12/17/2010
320,2010.0,http://www.ttnews.com/fuel/comdata2010.htm,12/20 - 12/24,3.187,3.256,2.593, 12/24/2010
321,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,12/28 - 1/1/10,2.709,2.735,2.131, 1/1/2009
322,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,1/5/09 - 1/9/09,2.274,2.31,1.634, 1/9/2009
323,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,1/12 - 1/16,2.27,2.301,1.544, 1/16/2009
324,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,1/19 - 1/23,2.246,2.275,1.448, 1/23/2009
325,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,1/26 - 1/30,2.215,2.241,1.471, 1/30/2009
326,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,2/2 - 2/6,2.195,2.215,1.447, 2/6/2009
327,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,2/9 - 2/13,2.165,2.179,1.422, 2/13/2009
328,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,2/16 - 2/20,2.118,2.134,1.305, 2/20/2009
329,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,2/23 - 2/27,2.052,2.067,1.305, 2/27/2009
330,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,3/2 - 3/6,2.021,2.036,1.234, 3/6/2009
331,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,3/9 - 3/13,1.981,1.999,1.232, 3/13/2009
332,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,3/16 - 3/20,1.979,2.003,1.339, 3/20/2009
333,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,3/23 - 3/27,2.114,2.163,1.56, 3/27/2009
334,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,3/30 - 4/3,2.17,2.205,1.479, 4/3/2009
335,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,4/6 - 4/10,2.171,2.21,1.52, 4/10/2009
336,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,4/13 - 4/17,2.172,2.209,1.51, 4/17/2009
337,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,4/20 - 4/24,2.161,2.191,1.445, 4/24/2009
338,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,4/27 - 5/1,2.139,2.171,1.413, 5/1/2009
339,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,5/4 - 5/8,2.143,2.17,1.497, 5/8/2009
340,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,5/11 - 5/15,2.175,2.21,1.538, 5/15/2009
341,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,5/18 - 5/22,2.2,2.225,1.566, 5/22/2009
342,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,5/25 - 5/29,2.243,2.278,1.625, 5/29/2009
343,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,6/1 - 6/5,2.376,2.427,1.816, 6/5/2009
344,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,6/8 - 6/12,2.469,2.511,1.866, 6/12/2009
345,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,6/15 - 6/19,2.535,2.575,1.903, 6/19/2009
346,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,6/22 - 6/26,2.547,2.587,1.848, 6/26/2009
347,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,6/30 - 7/3,2.541,2.58,1.858, 7/3/2009
348,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,7/6 - 7/10,2.506,2.537,1.66, 7/10/2009
349,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,7/13 - 7/17,2.446,2.479,1.643, 7/17/2009
350,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,7/20 - 7/24,2.434,2.469,1.81, 7/24/2009
351,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,7/27 - 7/31,2.484,2.524,1.844, 7/31/2009
352,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,8/3 - 8/7,2.532,2.576,1.972, 8/7/2009
353,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,8/10 - 8/14,2.591,2.634,1.982, 8/14/2009
354,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,8/17 - 8/21,2.605,2.636,1.954, 8/21/2009
355,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,8/24 - 8/28,2.614,2.646,1.961, 8/28/2009
356,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,8/31 - 9/4,2.6,2.631,1.849, 9/4/2009
357,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,9/7 - 9/11,2.578,2.61,1.854, 9/11/2009
358,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,9/14 - 9/18,2.561,2.593,1.871, 9/18/2009
359,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,9/21 - 9/25,2.55,2.579,1.844, 9/25/2009
360,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,9/28 - 10/2,2.52,2.548,1.836, 10/2/2009
361,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,10/5 - 10/9,2.521,2.546,1.871, 10/9/2009
362,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,10/12 - 10/16,2.575,2.606,1.996, 10/16/2009
363,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,10/19 - 10/23,2.699,2.742,2.125, 10/23/2009
364,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,10/26 - 10/30,2.751,2.784,2.097, 10/30/2009
365,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,11/2 - 11/6,2.747,2.78,2.084, 11/6/2009
366,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,11/9 - 11/13,2.736,2.77,2.069, 11/13/2009
367,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,11/16 - 11/20,2.729,2.762,2.082, 11/20/2009
368,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,11/23 - 11/27,2.716,2.752,2.034, 11/27/2009
369,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,11/30 - 12/4,2.712,2.747,2.069, 12/4/2009
370,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,12/7 - 12/11,2.701,2.733,1.994, 12/11/2009
371,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,12/14 - 12/18,2.672,2.7,1.972, 12/18/2009
372,2009.0,http://www.ttnews.com/fuel/comdata2009.htm,12/21 - 12/25,2.667,2.692,1.994, 12/25/2009
373,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,12/29 - 1/2/09,2.262,2.296,1.42, 1/2/2008
374,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,1/7/08 - 1/11/08,3.306,3.334,2.63, 1/11/2008
375,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,1/14 - 1/18,3.306,3.273,2.59, 1/18/2008
376,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,1/21 - 1/25,3.211,3.238,2.548, 1/25/2008
377,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,1/28 - 2/1,3.218,3.259,2.63, 2/1/2008
378,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,2/4 - 2/8,3.216,3.247,2.583, 2/8/2008
379,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,2/11 - 2/15,3.272,3.327,2.769, 2/15/2008
380,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,2/18 - 2/22,3.406,3.479,2.923, 2/22/2008
381,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,2/25 - 2/29,3.54,3.596,2.978, 2/29/2008
382,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,3/3 - 3/7,3.636,3.703,3.123, 3/7/2008
383,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,3/10 - 3/14,3.828,3.887,3.292, 3/14/2008
384,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,3/17 - 3/21,3.926,3.97,3.237, 3/21/2008
385,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,3/24 - 3/28,3.9,3.945,3.166, 3/28/2008
386,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,3/31 - 4/4,3.892,3.944,3.21, 4/4/2008
387,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,4/7 - 4/11,3.924,3.992,3.403, 4/11/2008
388,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,4/14 - 4/18,4.023,4.092,3.469, 4/18/2008
389,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,4/21 - 4/25,4.087,4.15,3.472, 4/25/2008
390,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,4/28 - 5/2,4.1,4.151,3.403, 5/2/2008
391,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,5/5 - 5/9,4.125,4.182,3.584, 5/9/2008
392,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,5/12 - 5/16,4.333,4.417,3.79, 5/16/2008
393,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,5/19 - 5/23,4.494,4.558,3.952, 5/23/2008
394,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,5/26 - 5/30,4.64,4.7,3.942, 5/30/2008
395,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,6/2 - 6/6,4.588,4.635,3.756, 6/6/2008
396,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,6/9 - 6/13,4.616,4.679,3.987, 6/13/2008
397,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,6/16 - 6/20,4.596,4.651,3.893, 6/20/2008
398,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,6/23 - 6/27,4.565,4.619,3.894, 6/27/2008
399,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,6/30 - 7/4,4.578,4.641,4.013, 7/4/2008
400,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,7/7 - 7/11,4.653,4.721,3.998, 7/11/2008
401,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,7/14 - 7/18,4.677,4.752,3.995, 7/18/2008
402,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,7/21 - 7/25,4.58,4.634,3.75, 7/25/2008
403,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,7/28 - 8/1,4.473,4.522,3.62, 8/1/2008
404,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,8/4 - 8/8,4.359,4.398,3.406, 8/8/2008
405,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,8/11 - 8/15,4.205,4.243,3.256, 8/15/2008
406,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,8/18 - 8/22,4.095,4.136,3.32, 8/22/2008
407,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,8/25 - 8/29,4.062,4.098,3.379, 8/29/2008
408,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,9/1 - 9/5,4.037,4.072,3.28, 9/5/2008
409,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,9/8 - 9/12,3.96,3.987,3.178, 9/12/2008
410,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,9/15 - 9/19,3.927,3.968,3.086, 9/19/2008
411,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,9/22 - 9/26,3.896,3.939,3.273, 9/26/2008
412,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,9/29 - 10/3,3.872,3.911,3.119, 10/3/2008
413,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,10/6 - 10/10,3.726,3.755,2.771, 10/10/2008
414,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,10/13 - 10/17,3.53,3.564,2.589, 10/17/2008
415,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,10/20 - 10/24,3.346,3.427,2.388, 10/24/2008
416,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,10/27 - 10/31,3.134,3.288,2.203, 10/31/2008
417,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,11/3 - 11/7,2.975,3.158,2.235, 11/7/2008
418,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,11/10 - 11/14,2.839,3.011,2.074, 11/14/2008
419,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,11/17 - 11/21,2.698,2.755,1.856, 11/21/2008
420,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,11/24 - 11/28,2.593,2.629,1.832, 11/28/2008
421,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,12/1 - 12/5,2.534,2.558,1.638, 12/5/2008
422,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,12/8 - 12/12,2.422,2.447,1.462, 12/12/2008
423,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,12/15 - 12/19,2.358,2.39,1.483, 12/19/2008
424,2008.0,http://www.ttnews.com/fuel/comdata2008.htm,12/22 - 12/26,2.315,2.348,1.369, 12/26/2008
425,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,12/31/07 - 1/4/08,3.302,3.342,2.725, 1/4/2007
426,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,1/1 - 1/5,2.525,2.537,1.825, 1/5/2007
427,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,1/8 - 1/12,2.461,2.469,1.719, 1/12/2007
428,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,1/15 - 1/19,2.397,2.414,1.655, 1/19/2007
429,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,1/22 - 1/26,2.366,2.385,1.708, 1/26/2007
430,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,1/29 - 2/2,2.368,2.392,1.778, 2/2/2007
431,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,2/5 - 2/9,2.398,2.425,1.836, 2/9/2007
432,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,2/12 - 2/16,2.426,2.453,1.83, 2/16/2007
433,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,2/19 - 2/23,2.465,2.484,1.905, 2/23/2007
434,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,2/26 - 3/2,2.546,2.575,2.013, 3/2/2007
435,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,3/5 - 3/9,2.603,2.635,2.068, 3/9/2007
436,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,3/12 - 3/16,2.647,2.672,2.047, 3/16/2007
437,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,3/19 - 3/23,2.638,2.659,2.015, 3/23/2007
438,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,3/26 - 3/30,2.691,2.732,2.195, 3/30/2007
439,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,4/2 - 4/6,2.793,2.824,2.254, 4/6/2007
440,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,4/9 - 4/13,2.825,2.85,2.266, 4/13/2007
441,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,4/16 - 4/20,2.834,2.86,2.147, 4/20/2007
442,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,4/23 - 4/27,2.796,2.809,2.147, 4/27/2007
443,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,4/30 - 5/4,2.777,2.788,2.145, 5/4/2007
444,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,5/7 - 5/11,2.745,2.754,2.117, 5/11/2007
445,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,5/14 - 5/18,2.75,2.771,2.178, 5/18/2007
446,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,5/21 - 5/25,2.772,2.795,2.201, 5/25/2007
447,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,5/28 - 6/1,2.766,2.793,2.166, 6/1/2007
448,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,6/4 - 6/8,2.753,2.779,2.183, 6/8/2007
449,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,6/11 - 6/15,2.74,2.76,2.166, 6/15/2007
450,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,6/18 - 6/22,2.775,2.813,2.234, 6/22/2007
451,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,6/25 - 6/29,2.786,2.814,2.213, 6/29/2007
452,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,7/2 - 7/6,2.785,2.815,2.262, 7/6/2007
453,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,7/9 - 7/13,2.824,2.863,2.302, 7/13/2007
454,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,7/16 - 7/20,2.834,2.863,2.254, 7/20/2007
455,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,7/23 - 7/27,2.839,2.869,2.232, 7/27/2007
456,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,7/30 - 8/3,2.843,2.878,2.294, 8/3/2007
457,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,8/6 - 8/10,2.824,2.841,2.185, 8/10/2007
458,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,8/13 - 8/17,2.801,2.83,2.271, 8/17/2007
459,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,8/20 - 8/25,2.819,2.851,2.22, 8/25/2007
460,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,8/27 - 8/31,2.824,2.863,2.274, 8/31/2007
461,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,9/3 - 9/7,2.854,2.899,2.302, 9/7/2007
462,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,9/10 - 9/14,2.885,2.933,2.369, 9/14/2007
463,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,9/17 - 9/21,2.94,2.997,2.437, 9/21/2007
464,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,9/24 - 9/28,2.991,3.04,2.424, 9/28/2007
465,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,10/1 - 10/5,2.986,3.026,2.379, 10/5/2007
466,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,10/8 - 10/12,2.979,3.016,2.389, 10/12/2007
467,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,10/15 - 10/19,3.007,3.048,2.495, 10/19/2007
468,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,10/22 - 10/26,3.047,3.085,2.506, 10/26/2007
469,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,10/29 - 11/2,3.147,3.195,2.654, 11/2/2007
470,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,11/5 - 11/9,3.287,3.347,2.772, 11/9/2007
471,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,11/12 - 11/16,3.345,3.383,2.728, 11/16/2007
472,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,11/19 - 11/23,3.346,3.398,2.806, 11/23/2007
473,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,11/26 - 11/30,3.377,3.423,2.762, 11/30/2007
474,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,12/3 - 12/7,3.308,3.339,2.613, 12/7/2007
